,Unnamed: 0,address,category,city,hours,latitude,longitude,name,phone,state,zip
480,125,4322 San Fernando Road,Food Pantry,Glendale,"Monday, Tuesday, Wednesday, Friday 10:00 AM - 12:00 PM & 1:15 PM -3:30 PM",34.131616,-118.261043,Loaves &#038; Fishes-Glendale,818.409.3080,CA,91204
482,127,8803 S. Broadway Street,Food Pantry,Los Angeles,Saturday 11:00 AM - 1:30 PM,33.957205,-118.27861,CCC Ebenezery Parish,323.752.4400,CA,90003
486,131,7726 S. Western Ave,Food Pantry,Los Angeles,3rd Saturday 10:00 AM - 12:00 PM,33.969348,-118.308735,Good News Prayer Center,323.753.0117,CA,90001
488,133,6315 Eastern Avenue,Food Pantry,Bell Gardens,Tuesday 8:30 PM - 9:30 PM,33.976839,-118.163718,Mision Cristiana Monte de Sion,562.544.4264,CA,90201
489,134,5602 E. Gage Ave,Food Pantry,Bell Gardens,3rd Sunday 1:00 PM-3:00 PM,33.975437,-118.16495,Indian Revival Church,323.773.4883,CA,90201
492,137,820 E. Maple Street,Food Pantry,Glendale,Wednesday 2:00 PM - 5:00 PM,34.138546,-118.244928,International Families Association,818.770.0779,CA,91205
493,138,7919 S. Western Avenue,Food Pantry,Los Angeles,Wednesday 7:30 AM - 11:30 AM,33.966666,-118.309331,Bethel AME Church,323.750.3240,CA,90047
496,141,840 N. Ave 66,Food Pantry,Los Angeles,2nd & 4th Saturday 2:00 PM - 3:00 PM,34.120637,-118.172231,Hathaway Children &#038; Family Services,323.257.9600,CA,90042
497,142,8124 South Western Ave,Food Pantry,Los Angeles,Sunday 2:30 PM-3:30 PM & Saturday 2:00 PM-3:00 PM,33.964719,-118.308636,New Direction Community Program,323.753.0346,CA,90047
498,143,3868 W. 54th Street,Food Pantry,Los Angeles,1st Wednesday 8:00 AM - 9:00 AM,33.992821,-118.341589,Robbins Memorial Church of God in Christ,323-298-8771,CA,90043
502,147,122 Ramona Avenue,Food Pantry,Monterey Park,Saturday 9:30 AM - 11:30 AM,34.061635,-118.125185,St. Stephen&#8217;s Community Outreach Program,626.573.9984,CA,91754
505,150,101 S. Atlantic Blvd,Food Pantry,Alhambra,Thursday 3:00 PM-5:00 PM,34.090041,-118.135329,First Baptist Church of Alhambra,626.570.1511,CA,91801
508,153,3231 Minnesota Ave,Food Pantry,Lynwood,Thursday 7:00 PM-8:00 PM,33.944568,-118.214445,South Gate S.D.A. Church,951.318.4420,CA,90262
516,161,7501 Hollywood Blvd,Food Pantry,Los Angeles,Friday 9:00 AM-11:30 AM,34.10194,-118.353085,JFS/SOVA Community Food &#038; Resource Program,818.988.7682,CA,90046
522,167,517 W. 112th Street,Food Pantry,Los Angeles,Last Saturday 9:00 AM - 11:00 AM,33.933076,-118.282984,Ascension&#8217;s Food Pantry,323.754.2978,CA,90044
528,173,8846 W. Pico Boulevard,Food Pantry,Los Angeles,"Monday, Tuesday, Wednesday, Thursday 10:00 AM-1:30 PM Sunday 9:00 AM-12:00 PM",34.054745,-118.384858,JFS/SOVA Community Food &#038; Resource Program,818.988.7682,CA,90035
534,179,2813 N. Wilmington Ave.,Food Pantry,Compton,Last Thursday 10:00 AM-1:00 PM,33.917641,-118.239498,Trinity Chapel,310.635.0206,CA,90221
535,180,"6820 La Tijera Blvd., Suite 206B",Food Pantry,Los Angeles,"Tuesday 12:00 PM - 3:00 PM, Thursday12:00 PM - 6:00 PM, Saturday 10:00 AM - 12:00 PM",33.976662,-118.371928,"Abundance For All, Inc.",424.243.7181,CA,90045
537,182,4330 Martin Luther King Jr. Boulevard,Food Pantry,Lynwood,Friday 8:30 PM - 9:30 PM,33.921156,-118.188433,Lynwood All People&#8217;s First Assembly,310.639.2010,CA,90262
545,190,4211 Columbia Ave,Food Pantry,Pico Rivera,3rd Saturday 1:00 PM - 2:30 PM,34.013612,-118.084047,Cory&#8217;s Kitchen-Pio Pico Elementary School,626-622-9202,CA,90660
549,194,1000 Walnut Street,Food Pantry,Pasadena,Monday - Friday 9:00 AM - 11:00 AM,34.149305,-118.12979,Salvation Army-Pasadena Tabernacle,626.773.4400,CA,91106
551,196,10217 Inglewood Avenue,Food Pantry,Lennox,"Monday, Wednesday, Friday 9:00 AM - 12:00 PM & 1:00 PM - 4:00 PM",33.94296,-118.361826,St. Margaret&#8217;s Center,310.672.2208,CA,90304
554,199,"11612 Hawthorne Blvd, Suite 204",Food Pantry,Hawthorne,2nd & 4th Friday 11:00 AM - 2:00 PM,33.928754,-118.352144,Justice Children Deserve,213.426.0108,CA,90250
558,203,11901 Acacia Ave.,Food Pantry,Hawthorne,2nd Sunday 9:00 AM - 11:00 AM,33.92519,-118.351634,St. Joseph Catholic Church,310.679.1139,CA,90250
560,205,736 E. Compton Blvd.,Food Pantry,Compton,Wednesday 9:30 AM-12:00 PM,33.895635,-118.215217,Salvation Army Compton Corps,310.639.0362,CA,90221
561,206,111 N. Long Beach Blvd,Food Pantry,Compton,Saturday 10:00 AM - 12:00 PM,33.896575,-118.208319,Ministerio a la Luz de la Palabra,310.365.2277,CA,90221
566,211,191 N. Oak Avenue,Food Pantry,Pasadena,"Tuesday 9:00 AM - 11:30, Wednesday & Friday 1:00 PM - 3:30 PM",34.149592,-118.107847,Foothill Unity Center,626.584.7420,CA,91107
567,212,15116 S. Atlantic Ave,Food Pantry,Compton,"Tuesday, Wednesday & Thursday 9:00 AM - 4:00 PM",33.895497,-118.192717,Food Net-East Rancho Dominguez,310.603.7401,CA,90221
568,213,4439 Inglewood Boulevard,Food Pantry,Los Angeles,Tuesday & Thursday 9:00 AM - 12:00 PM & 1:00 PM - 5:00 PM,33.99529,-118.419151,WSFB- St. Gerard&#8217;s Social Services,310.390.5034,CA,90066
569,214,12950 S. Prairie Ave,Food Pantry,Hawthorne,Sunday 12:00 PM - 3:00 PM & Wednesday 6:00 PM -7:30 PM,33.91437,-118.343869,New Rock of Ages Baptist Church,310.940.1887,CA,90250
571,216,4754 West 120th Street,Food Pantry,Hawthorne,1st & 3rd Tuesday 7:00 AM - 9:00 AM,33.923433,-118.360718,Tongan Community Service Center,310.679.9099,CA,90249
581,226,12808 Woodruff Ave.,Food Pantry,Downey,Monday - Saturday 8:30 AM -5:00 PM,33.915826,-118.115366,Calvary Chapel Downey,562.803.5631,CA,90242
587,232,2144 Tyler Ave,Food Pantry,South El Monte,Friday 11:00 AM-1:00 PM,34.053832,-118.035416,San Gabriel Valley Family Center,626.442.5470,CA,91733
588,233,2556 N. Lake Avenue,Food Pantry,Altadena,2nd & 4th Wednesday 12:00 PM - 2:00 PM,34.189694,-118.131071,Lifeline Community Services &#038; Economic Development,626.797.3585,CA,91001
590,235,10035 Washington Street,Food Pantry,Bellflower,Monday 6:30 PM - 8:30 PM,33.898644,-118.120407,Centro Cristiano Manantial de Vida,562.481.1642,CA,90706
592,237,7215 Newlin Avenue,Food Pantry,Whittier,3rd Saturday 9:00 AM - 12:00 PM,33.976891,-118.041211,St. Mary&#8217;s Place,562.698.0107,CA,90602
602,247,9701 Flower Street,Food Pantry,Bellflower,2nd & 4th Wednesday 8:00 PM - 9:00 PM,33.882343,-118.12727,The Lord&#8217;s Church,562.866.8283,CA,90706
605,250,1761 Washington Way,Food Pantry,Venice,"Monday, Tuesday, Friday 9:00 AM - 12:00 PM",33.987746,-118.462697,The Bible Tabernacle,310.821.6116,CA,90291
606,251,1520 Pearl Street,Food Pantry,Santa Monica,Wednesday 2:30 PM - 5:30 PM,34.013908,-118.472094,WSFB- Church on Pearl Pantry,310.699.2777,CA,90405
607,252,4602 N. Peck Road,Food Pantry,El Monte,Thursday 2:30 PM- 5:30 PM,34.087856,-118.015459,San Gabriel Valley Family Center,626.442.5470,CA,91732
608,253,2013 Colorado Avenue,Food Pantry,Santa Monica,Wednesday 4:00 PM - 5:30 PM,34.0267,-118.476605,WSFB- St. Anne&#8217;s Social Service,310.829.4411,CA,90404
611,256,2600 Nelson Avenue,Food Pantry,Redondo Beach,1st & 3rd Thursday 9:00 AM - 11:00 AM,33.874527,-118.36416,St. Paul&#8217;s Methodist Church,310.370.4319,CA,90278
613,258,204 Hampton Drive,Food Pantry,Venice,"Monday, Wednesday, Thursday 10:00 AM - 12:00 PM; Tuesday & Friday 1:00 PM - 3:00 PM",33.998051,-118.47795,WSFB- St. Joseph&#8217;s Center,310.396.6468,CA,90291
614,259,851 Via Carmelitos,Food Pantry,Long Beach,Friday 2:00 PM-3:00 PM,33.849011,-118.181868,Women In Action Reaching Out,562.253.8078,CA,90805
619,264,503 Olympic Boulevard,Food Pantry,Santa Monica,Tuesday 1:00 PM - 2:30 PM,34.013546,-118.489091,WSFB- Ocean Park Community Center,310.450.4050,CA,90401
620,265,11929 Alondra Boulevard,Food Pantry,Norwalk,"Monday - Thursday 8:00 AM - 5:30 PM, Friday 8:00 AM -4:30 PM",33.887922,-118.078923,City of Norwalk/Department of Social Services,562-929-5544,CA,90650
622,267,"13020 Francisquito Avenue, Suite 10",Food Pantry,Baldwin Park,Friday 5:00 PM - 7:00 PM,34.079218,-117.989466,Cory&#8217;s Kitchen-New Beginnings,626.305.0392,CA,91706
625,270,21919 S. Figueroa Street,Food Pantry,Carson,Saturday 10:00 AM-11:00 AM,33.828364,-118.28648,Finger of God Goodnews Ministry,323.719.0290,CA,90745
627,272,755 E. 223rd Street,Food Pantry,Carson,Saturday 11:00 AM - 11:30 AM,33.824417,-118.262002,Jesus Christ the Redeemer Center,424.264.9875,CA,90745
628,273,2300 W. Wardlow Road,Food Pantry,Long Beach,Thursday 10:30 AM - 12:00 PM,33.82425,-118.222294,Harbor Baptist Church,562.427.8046,CA,90810
633,278,15144 Leffingwell Rd.,Food Pantry,La Mirada,3rd Saturday 11:00 AM- 1:00 PM,33.927317,-118.00741,Calvary Chapel La Mirada,562.941.2558,CA,90638
634,279,13965 East Ramona Parkway,Food Pantry,Baldwin Park,"Wednesday 6:30 PM - 7:30 PM, Except 5th Wednesday",34.085323,-117.969546,Baldwin Park Bilingual S.D.A. Church,626 338-4828,CA,91706
635,280,23400 S. Avalon Boulevard,Food Pantry,Carson,3rd Saturday 10:00 AM - 12:00 PM,33.812708,-118.262879,City of Truth Ministries,310.617.2914,CA,90745
637,282,1418 Arrow Highway,Food Pantry,Irwindale,Tuesday 6:00 PM - 8:00 PM,34.114613,-117.974691,Cory&#8217;s Kitchen,626.305.0392,CA,91706
639,284,"1442 Arrow Highway, Unit F",Food Pantry,Irwindale,Saturday 9:00 AM - 11:00 AM,34.113615,-117.973397,Vision de Cristo Ministerio Kairos,626.367.0690,CA,91706
642,287,11947 Del Amo Blvd.,Food Pantry,Cerritos,1st Saturday 7:00 AM - 9:00 AM,33.846369,-118.077095,Cerritos Baptist Church,562.860.1720,CA,90703
643,288,14640 Keswick,Food Pantry,Van Nuys,"Monday, Wednesday, Friday 10:00 AM - 1:30 PM",34.210272,-118.452381,Loaves &#038; Fishes-Van Nuys,818-997-0943,CA,91405
644,289,16241 Leffingwell Road,Food Pantry,Whittier,Tuesday 9:30 AM - 11:30 AM,33.932911,-117.984331,Morningstar Christian Chapel,562.943.0297,CA,90603
646,291,7915 Van Nuys Boulevard,Food Pantry,Panorama City,Thursday 4:00 PM - 6:00 PM,34.214711,-118.449087,Hank Lacayo Youth &#038; Family Center,818-644-9970,CA,91402
648,293,12229 E. Del Amo Blvd,Food Pantry,Cerritos,Sunday 8:30 AM- 9:45 AM & 3:00 PM-4:00 PM,33.846537,-118.070818,Crossroads Multinational Church of the Nazarene,562.809.4143,CA,90703
649,294,13013 Santa Gertrudes Ave.,Food Pantry,La Mirada,Thursday 4:30 PM - 5:30 PM,33.912539,-117.994726,Good Sam Pantry/Beatitudes of our Lord,562.943.1521,CA,90638
652,297,3435 San Anseline Avenue,Food Pantry,Long Beach,"Monday, Tuesday, Thursday 10:30 AM-11:30 AM & Wednesday, Saturday 10:00 AM-11:00 AM",33.819786,-118.12122,Truett Memorial Southern Baptist Church,562.425.1235,CA,90808
656,301,12381 Osborne Street,Food Pantry,Pacoima,4th Friday 4:30 PM -5:30 PM,34.261371,-118.402866,Los Angeles Housing Partnership,213.629.9172,CA,91331
657,302,16439 Vanowen Street,Food Pantry,Van Nuys,"Monday, Tuesday, Wednesday, Thursday 10:00 AM-1:30 PM and Sunday 9:00 AM-12:00 PM",34.194249,-118.491725,JFS/SOVA Community Food &#038; Resource Program,818.988.7682,CA,91406
662,307,763 N. Sunset Avenue,Food Pantry,West Covina,3rd Saturday 9:00 AM-10:30 AM,34.085838,-117.935286,Bethany Church,626.617.0787,CA,91790
663,308,22121 Norwalk Blvd.,Food Pantry,Hawaiian Gardens,Wednesday 2:00 PM - 6:00 PM & Thursday 9:30 AM - 3:30 PM,33.827098,-118.072156,Hawaiian Gardens Food Bank,562.860.9097,CA,90716
669,314,123 East 14th Street,Food Pantry,Long Beach,Tuesday & Thursday 9:30 AM - 12:00 PM & 1:30 PM - 3:00 PM,33.784055,-118.191667,"Catholic Charities of Los Angeles, Inc.",562.591.1641,CA,90813
671,316,15453 Rayen Street,Food Pantry,North Hills,1st & 3rd Friday 12:00 PM - 1:30 PM,34.231916,-118.469128,North Valley Caring Services,818.891.0481,CA,91343
675,320,12541 Van Nuys Blvd,Food Pantry,Pacoima,"Monday, Wednesday, Friday 9:00 AM-3:00 PM",34.277833,-118.406481,Apostolic Worship Center,818.896.3840,CA,91331
679,324,1400 Bella Vista Drive,Food Pantry,La Habra Heights,4th Saturday 9:00 AM-11:00 AM,33.950086,-117.927226,La Habra Christian Church,562.691.0514,CA,90631
681,326,11479 San Fernando Road,Food Pantry,San Fernando,Sunday 6:00 PM-7:00 PM,34.278398,-118.435782,Ministerio a la Luz de la Palabra,310.365.2277,CA,91340
682,327,17431 Roscoe Blvd.,Food Pantry,Northridge,3rd Sunday & Tuesday 9:00 AM - 2:00 PM,34.221678,-118.513091,St. Mary &#038; St. Athanasius Coptic Church,818-342-4414,CA,91325
688,333,151 N. Fenimore Ave,Food Pantry,Azusa,2nd Saturday 9:00 AM - 12:00 PM,34.123531,-117.893988,Gods Pantry,909.455.4531,CA,91702
689,334,275 West 1st Street,Food Pantry,San Pedro,2nd & 4th Saturday 11:00 AM - 11:30 AM,33.743275,-118.28322,Rock Solid Christian Assembly,310.832.2788,CA,90731
699,344,657 E. Arrow Highway,Food Pantry,Glendora,Wednesday & Thursday 5:00 PM - 7:00 PM,34.107048,-117.850972,Shepherd&#8217;s Pantry,626.852.7630,CA,91740
701,346,21600 Hart Street,Food Pantry,Canoga Park,"Monday, Wednesday, Friday 9:00 AM - 12:00 PM",34.197386,-118.600272,Loaves &#038; Fishes-Canoga Park,818.340.2050,CA,91303
704,349,1404 West Covina,Food Pantry,San Dimas,Last Sunday 2:00 PM-4:30 PM,34.098641,-117.836681,God&#8217;s Pantry,909.455.4531,CA,91773
707,352,945 W. Covina Blvd.,Food Pantry,San Dimas,"Sunday 10:40 AM-1:00 PM; 1st, 3rd and 5th Thursday 7:00 PM-8:00 PM; 2nd & 4th Saturday 10:00 AM-12:00 PM",34.100473,-117.82574,New Song Church,909.394.9488,CA,91733
708,353,110 E. Third Street,Food Pantry,San Dimas,"Monday, Wednesday, Friday 2:00 PM - 4:00 PM",34.109684,-117.806865,Inland Valley Hope Partners,909.622.3806,CA,91768
713,358,810 S. White Ave,Food Pantry,Pomona,Sunday 5:00 PM -7:00 PM,34.051833,-117.758359,Inland Valley Hope Partners,909.391.4882,CA,91766
714,359,510 W. Monterey Avenue,Food Pantry,Pomona,3rd Saturday 11:00 AM - 12:30 PM,34.060266,-117.756986,Imani Economic &#038; Community Development Corporation,909.620.9161,CA,91768
715,360,18701 Flying Tiger Drive,Food Pantry,Santa Clarita,2nd Tuesday 10:00 AM -11:30 AM,34.407147,-118.459282,Santa Clarita Valley Food Pantry,661.251.2900,CA,91351
721,366,305 E. Arrow Hwy,Food Pantry,Pomona,2nd Saturday 11:00 AM - 1:00 PM,34.090495,-117.745577,Sowing Seeds for Life,909.392.5777,CA,91767
722,367,490 E. La Verne Avenue,Food Pantry,Pomona,"Monday, Wednesday, Friday 8:00 AM - 12:00 PM & 1:00 PM - 4:00 PM & Tuesday, Thursday 8:00 AM - 12:00 PM",34.080683,-117.743428,Salvation Army-Pomona,909.623.1579,CA,91767-2800
723,368,275 E. Foothill Boulevard,Food Pantry,Pomona,Friday 4:00 PM - 5:30 PM,34.108011,-117.744837,New Life Community Church,909.593.7070,CA,91767
725,370,1770 Sumner Avenue,Food Pantry,Claremont,3rd Sunday 3:30 PM - 4:30 PM,34.11617,-117.741952,S.V.P. Our Lady of the Assumption Conference,909.238.3235,CA,91711
726,371,23520 Wiley Canyon Road,Food Pantry,Valencia,3rd Thursday 10:00 AM -11:30 AM,34.386886,-118.54964,Santa Clarita Valley Food Pantry,661.255.5818,CA,91355
727,372,32142 North Crown Valley Road,Food Pantry,Acton,2nd Thursday 10:00 AM -11:30 AM,34.470648,-118.19722,Santa Clarita Valley Food Pantry,661.255.9078,CA,93510
728,373,660 N. Mountain Avenue,Food Pantry,Claremont,Tuesday & Thursday 12:30 PM -4:30 PM,34.099852,-117.728903,Inland Valley Hope Partners,909.622.3806,CA,91711
730,375,25857 Singing Hills Drive,Food Pantry,Valencia,1st Wednesday 9:30 AM -11:00 AM,34.393454,-118.56087,Santa Clarita Valley Food Pantry,661.255.9078,CA,91321
731,376,26705 Bouquet Canyon Road,Food Pantry,Saugus,3rd Tuesday 10:00 AM -11:30 AM,34.431397,-118.535102,Santa Clarita Valley Food Pantry,661-255-9078,CA,91350
732,377,904 E. California Street,Food Pantry,Ontario,Monday-Thursday 9:00 AM -3:00 PM,34.055553,-117.63639,Inland Valley Hope Partners,909.622.3806,CA,91761
733,378,8300 Pearblossom Hwy,Food Pantry,Littlerock,3rd Monday 12:00 PM - 2:00 PM,34.520832,-117.981185,Salvation Army- Penney Lynn Wind,661.944.6100,CA,93543
734,379,34143 126th Street East,Food Pantry,Pearblossom,3rd Monday 9:00 AM - 11:00 AM,34.505958,-117.905785,Salvation Army- Pearblossom United Methodist,661.839.6123,CA,93553
735,380,1600 East Avenue R,Food Pantry,Palmdale,Wednesday 9:30 AM - 12:00 PM,34.572673,-118.100121,S.V.P. St. May&#8217;s Conference,661.944.5209,CA,93550
739,384,3255 E. Ave R,Food Pantry,Palmdale,2nd Tuesday 12:00 PM - 2:00 PM,34.573211,-118.070216,Salvation Army- Mountain View Mobile,661.947.4700,CA,93550
740,385,31990 Castaic Lake Road,Food Pantry,Castaic,1st Thursday 10:00 AM -11:30 AM,34.504549,-118.616172,Santa Clarita Valley Food Pantry,661.255.9078,CA,91384
743,388,6570 West Avenue L-12,Food Pantry,Quartz Hill,2nd Tuesday 9:00 AM - 11:00 AM,34.647622,-118.247529,Salvation Army- Mayflower Gardens,661.943.3228,CA,93536
744,389,4232 West Ave. L,Food Pantry,Quartz Hill,3rd Tuesday 12:00 PM - 1:00 PM,34.659707,-118.206806,Ed &#038; Frankie Benson Evangelistic Ministries,661.943.1148,CA,93536
746,391,"1034 West Avenue L-12, Suite 105/107",Food Pantry,Lancaster,4th Saturday 11:00 AM - 1:00 PM,34.659916,-118.149255,A.V. Living Water Worship Center,661.313.6240,CA,93535
747,392,"43770 15th Street West, Suite #265",Food Pantry,Lancaster,Wednesday 12:00-2:00 PM & Friday 12:00 PM-3:00 PM,34.678269,-118.15624,Care Four You Foundation,661.305.8789,CA,93534
749,394,"43845 10th Street West, 1D",Food Pantry,Lancaster,"Tuesday, Wednesday & Friday 3:30 PM-6:30 M",34.680111,-118.148421,Change Lanes Youth Support Services,661.948.2555,CA,93534
751,396,603 E. Lancaster Blvd.,Food Pantry,Lancaster,3rd Saturday 9:30 AM-10:30 AM,34.697117,-118.119383,Boulevard Community Church of Lancaster,661.942.1932,CA,93535
755,400,"17134 Ease Avenue O, Room 104",Food Pantry,Palmdale,Friday 7:30 AM - 1:00 PM,34.616048,-117.824428,St. Vincent de Paul Society of Palmdale,661.264.1858,CA,93591
758,403,1301 east Ave. I,Food Pantry,Lancaster,4th Monday 9:00 AM - 11:00 AM,34.7042,-118.107192,Salvation Army- Friendly Village Mobile Park,661.946.6267,CA,93535
