UID,name,address,city,state,zip,latitude,longitude,,,,,,,,,,,
,Lucky 16 Market,545 Euclid Ave,Los Angeles,CA,90063,,,,,,,,,,,PST,LACity,
,Lucky 7 Market,3620 Blanchard St,Los Angeles,CA,90063,34.045955,-118.186627,(323) 980-9880,,,,,,,,PST,Factual,https://www.yelp.com/biz/lucky-market-los-angeles-3
,Lucky 98 Cent,2153 Venice Blvd,Los Angeles,CA,90006,,,,,,,,,,,PST,LACity,
,Lucky Bias,380 W Martin Luther King Jr Blvd,,CA,90037,34.010967,-118.280131,(323) 231-4668,,,,,,,,PST,Factual,http://www.luckysupermarkets.com/
,Lucky Buy Discount,1540 W 6Th St,,CA,90017,34.053391,-118.270296,(213) 483-7719,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Lucky Discount 98 Plus,2215 S Pacific Ave Ste F,San Pedro,CA,90731,33.72398,-118.288,(310) 514-3848,,,,,,,,PST,Yelp,https://www.yelp.com/biz/lucky-discount-98-plus-san-pedro
,Lucky Garden Market,705 N Spring St,Los Angeles,CA,90012,34.0599,-118.24,,,,,,,,,PST,LACity,
,Lucky Grocery Market,904 1/2 N Western Ave,Los Angeles,CA,90029,34.086498,-118.308951,(323) 466-1895,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Lucky Grocery Store,3926 Ardmore Ave,,CA,90280,33.956581,-118.200204,(323) 569-1270,,,,,,,,PST,Factual,
,Lucky Lotto,127 N Garfield Ave,Monterey Park,CA,91754,34.063334,-118.123212,(626) 307-7892,,,,,,,,PST,Factual,https://www.yelp.com/biz/hong-kong-supermarket-monterey-park
,Lucky Market,4635 E Olympic Blvd,,CA,90022,34.018848,-118.169994,(323) 268-9301,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Lucky Market,545 Euclid Ave,,CA,90063,34.034184,-118.20514,(323) 266-7184,,,,,,,,PST,Factual,
,Lucky Market,7731 Eastern Ave,,CA,90201,33.962844,-118.165514,(562) 927-7140,,,,,,,,PST,Factual,
,Lucky Mini Market,1923 W Manchester Ave,Los Angeles,CA,90047,,,,,,,,,,,PST,LACity,
,Lucky Station,444 S Flower St Suite #130,Los Angeles,CA,90071,34.0522,-118.26,,,,,,,,,PST,LACity,
,Lucky Wholesale,1603 S Central Ave,Los Angeles,CA,90021,34.0263,-118.25,,,,,,,,,PST,LACity,
,Lucky's Market,3125 Beverly Blvd,Los Angeles,CA,90057,,,,,,,,,,,PST,LACity,
,Luckyman Baking Company,4321 Los Feliz Blvd Apartment #303,Los Angeles,CA,90027,,,,,,,,,,,PST,LACity,
,Lucsol Discount Store Inc,502 E Manchester Ave,Los Angeles,CA,90003,33.96,-118.27,,,,,,,,,PST,LACity,
,Lucy's,N Saint Andrew S Pl,,CA,90028,34.069324,-118.300757,,,,,,,,,PST,Factual,
,Lucy's 99 Cent Store,2945 Tweedy Blvd,,CA,90280,33.945825,-118.219125,(323) 564-6081,,,,,,,,PST,Factual,
,Lucy's Market,9824 S Broadway,Los Angeles,CA,90003,33.946631,-118.277986,(323) 754-9592,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Luis Alfonso Rueda Garza,21217 Chase St,Canoga Park,CA,91304,34.2245,-118.59,,,,,,,,,PST,LACity,
,Luis Humberto Correa,1505 1/2 E 20Th St,Los Angeles,CA,90011,34.0205,-118.25,,,,,,,,,PST,LACity,
,Luis Luevano,1422 W Pico Blvd,Los Angeles,CA,90015,34.0433,-118.27,,,,,,,,,PST,LACity,
,Luis Meat Market,10308 Artesia Blvd,Bellflower,CA,90706,33.87259,-118.115,(562) 461-1111,7:00 AM to 8:00 PM,7:00 AM to 8:00 PM,7:00 AM to 8:00 PM,7:00 AM to 8:00 PM,7:00 AM to 8:00 PM,7:00 AM to 8:00 PM,7:00 AM to 6:00 PM,PST,Yelp,https://www.yelp.com/biz/luis-meat-market-bellflower
,Luis Meats,2356 W Lincoln Ave,Montebello,CA,90640,34.0249,-118.13,,,,,,,,,PST,LACity,
,Lulu Minimarket,6725 Compton Ave,,CA,90001,33.978859,-118.247814,(323) 589-1962,,,,,,,,PST,Factual,
,Lunas Market,4307 Avalon Blvd,Los Angeles,CA,90011,34.005358,-118.265455,(323) 233-2185,,,,,,,,PST,Factual,
,Luncheros Wholesale,13215 Rosecrans Ave,,CA,90670,33.902471,-118.049427,(562) 404-8689,,,,,,,,PST,Factual,
,Luong Hao Water,2310 Pasadena Ave,Los Angeles,CA,90031,34.075621,-118.217388,(323) 225-6051,7:30 AM - 7:30 PM,7:30 AM - 7:30 PM,7:00 AM - 7:30 PM,7:30 AM - 7:30 PM,7:30 AM - 7:30 PM,7:30 AM - 7:30 PM,7:30 AM - 7:30 PM,PST,Factual,https://www.yelp.com/biz/come-phat-market-los-angeles
,Lupag Ranchero Latin Foods,2843 Whittier Blvd,Los Angeles,CA,90023,34.0314,-118.21,,,,,,,,,PST,LACity,
,Lupe Produce,1210 E 8Th St,Los Angeles,CA,90021,34.034531,-118.244637,(213) 622-0208,,,,,,,,PST,Factual,
,Lupe's Tortilleria,2710 E Cesar E Chavez Ave,,CA,90033,34.044879,-118.203809,(323) 269-5455,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,7:00 AM - 3:00 PM,,PST,Factual,
,Lupita Market,5875 S Broadway,Los Angeles,CA,90003,33.987647,-118.278445,(323) 753-1123,,,,,,,,PST,Factual,
,Lupita Mini Market,2300 Whittier Blvd,Los Angeles,CA,90023,34.034748,-118.216916,(323) 262-6292,,,,,,,,PST,Factual,
,Lupita's Bakery,1848 W Florence Ave,Los Angeles,CA,90047,33.9745,-118.31,,,,,,,,,PST,LACity,
,Lupita's Market,1401 W 3Rd St,Los Angeles,CA,90017,34.058411,-118.261763,(213) 250-3138,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/lupitas-mkt-los-angeles
,Lupita's Market,2600 W Jefferson Blvd,Los Angeles,CA,90018,34.025505,-118.323795,(323) 734-8416,,,,,,,,PST,Factual,https://www.yelp.com/biz/lupitas-market-los-angeles
,Lupita's Market,4117 S Central Ave,,CA,90011,34.00872,-118.256612,(323) 232-9092,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Lupita's Market,820 E 116Th St,,CA,90059,33.929039,-118.260147,(323) 232-9092,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Lupita's Mini Market,859 N Virgil Ave,Los Angeles,CA,90029,34.0868,-118.29,,,,,,,,,PST,LACity,
,Lupita's Mini Market,9420 S Figueroa St,Los Angeles,CA,90003,33.9508,-118.28,,,,,,,,,PST,LACity,
,Lupita's Mkt,1401 W 3Rd St,Los Angeles,CA,90017,34.05859,-118.262,(213) 250-3138,,,,,,,,PST,Yelp,https://www.yelp.com/biz/lupitas-mkt-los-angeles
,Lupitas Market,3039 Wabash Ave,Los Angeles,CA,90063,34.049543,-118.195578,(323) 264-2549,,,,,,,,PST,Factual,
,Lupitas Market,7701 S San Pedro St,Los Angeles,CA,90003,33.969454,-118.269582,(323) 778-8876,,,,,,,,PST,Factual,
,Lusamerica Foods Inc,16480 Railroad Ave,Morgan Hill,CA,95037,37.1213,-121.64,,,,,,,,,PST,LACity,
,Lutong Bahay,3756 W Ave 40,Los Angeles,CA,90065,34.11956,-118.228,(323) 255-7827,8:00 AM to 8:00 PM,8:00 AM to 8:00 PM,8:00 AM to 8:00 PM,8:00 AM to 8:00 PM,8:00 AM to 8:00 PM,8:00 AM to 8:00 PM,8:00 AM to 8:00 PM,PST,Yelp,https://www.yelp.com/biz/lutong-bahay-los-angeles-2
,Luxor Market,15331 Parthenia St,,CA,91343,34.228314,-118.466429,(818) 920-7684,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Luzon Food Mart,4502 Eagle Rock Blvd,Los Angeles,CA,90041,34.12607,-118.218848,(323) 550-1825,,,,,,,,PST,Factual,https://www.yelp.com/biz/luzon-food-mart-los-angeles
,Lw Foods Co.,1550 Knowles Ave,,CA,90063,34.059424,-118.181866,(323) 261-1841,,,,,,,,PST,Factual,
,Ly Food,3069 Del Mar Ave,,CA,91770,34.064084,-118.099778,(626) 872-0308,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,
,Ly North Star Seafood,2311 Lee Ave,,CA,91733,34.054807,-118.06737,(626) 582-8188,,,,,,,,PST,Factual,
,M & A Distribution Inc,714 S Ferris Ave Apartment #3,Los Angeles,CA,90022,34.0236,-118.16,,,,,,,,,PST,LACity,
,M & A Market,4209 W Washington Blvd,,CA,90016,34.040021,-118.331338,(323) 732-8976,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,M & A Market,4209 W Washington Blvd,,CA,90016,34.040021,-118.331338,(323) 732-8976,,,,,,,,PST,Factual,
,M & A Mini Market,1851 S Broadway,,CA,90015,34.032019,-118.265429,(213) 749-0135,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,M & C Market,5822 Gage Ave,,CA,90201,33.975009,-118.161379,(323) 771-2524,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,M & D Pecan Land Inc,6621 Petit Ave,Lake Balboa,CA,91406,34.1928,-118.5,,,,,,,,,PST,LACity,
,M & E,1031 E Olympic Blvd,Los Angeles,CA,90021,34.033905,-118.246242,(213) 489-4928,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/m-and-e-los-angeles
,M & H Market,1076 W Phillips Blvd,,CA,91766,34.043609,-117.762449,(909) 620-0018,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,M & J Seafood Company-Inc,6859 Walthall Way,Paramount,CA,90723,33.9055,-118.18,,,,,,,,,PST,LACity,
,M & L Food Co,145 S Utah St,Los Angeles,CA,90033,34.0465,-118.23,,,,,,,,,PST,LACity,
,M & M Discount Grocers,440 N Ave 19,,CA,90031,34.078912,-118.2252,(323) 225-8635,,,,,,,,PST,Factual,
,M & M Food Service,1101 W Mckinley Ave,,CA,91768,34.081116,-117.76666,(909) 629-2304,,,,,,,,PST,Factual,
,M & M Market,12903 Moorpark St,Studio City,CA,91604,34.150479,-118.413972,(818) 761-4788,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,https://www.yelp.com/biz/m-and-m-market-studio-city
,M & M Market,3358 Del Mar Ave,,CA,91770,34.069655,-118.099301,(626) 573-3490,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,M & M Market,4494 Francis Ave,,CA,91710,34.040759,-117.707032,(909) 628-2617,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:30 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,M & M Market,701 S Long Beach Blvd,,CA,90221,33.89047,-118.207674,(310) 638-3324,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,M & M Mini Market,6205 S Vermont Ave,Los Angeles,CA,90044,,,,,,,,,,,PST,LACity,
,M & M Mini Market,9530 Whittier Blvd,,CA,90660,33.997527,-118.075476,(562) 948-5614,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,
,M & M Mini Market 99 Cent Store,2327 W Washington Blvd,Los Angeles,CA,90018,34.0399,-118.31,,,,,,,,,PST,LACity,
,M & S Market,13667 Garfield Ave,,CA,90280,33.912955,-118.169034,(562) 634-1941,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,M & S Market,4461 Cerritos Ave,,CA,90630,33.810402,-118.055158,(714) 995-0838,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,
,M & W Gourment Foods,23701 Skycrest Cir,,CA,91354,34.451709,-118.54993,(661) 296-3178,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,http://mwgourmetfoods.com
,M And M Wholesale,5257 W Washington Blvd,Los Angeles,CA,90016,34.0411,-118.36,,,,,,,,,PST,LACity,
,M And N Seafood Market,1569 E Anaheim St,,CA,90813,33.782707,-118.172138,(562) 591-1134,,,,,,,,PST,Factual,
,M G Market,4129 Chevy Chase Dr,Los Angeles,CA,90039,34.133502,-118.267995,(818) 545-3611,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,M G Market,4129 Chevy Chase Dr,Los Angeles,CA,90039,34.13369,-118.268,(818) 545-3611,,,,,,,,PST,Yelp,https://www.yelp.com/biz/m-g-market-los-angeles
,M K Chevron,9055 Sunland Blvd,Sun Valley,CA,91352,34.2339,-118.37,,,,,,,,,PST,LACity,
,M K Markets,14815 Devonshire St,,CA,91345,34.257303,-118.454852,(818) 361-5777,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,M N Adlong Market,1550 W Adams Blvd,Los Angeles,CA,90007,34.0327,-118.3,,,,,,,,,PST,LACity,
,M P,15654 Leffingwell Rd,,CA,90604,33.930581,-117.995127,(562) 947-7670,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,12:00 AM - 11:59 PM,PST,Factual,http://www.cityofwhittier.org/
,M Y Compton Deli,7422 Compton Ave,Los Angeles,CA,90001,33.972947,-118.247602,(323) 581-1244,,,,,,,,PST,Factual,http://www.west-ext.com/
,M Zone Service,746 S Hill St,,CA,90014,34.04499,-118.255148,(213) 362-0859,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,M&A Aroma,3680 Wilshire Blvd Suite #301,Los Angeles,CA,90010,,,,,,,,,,,PST,LACity,
,Ma N' Pa Grocery,346 Roycroft Ave,Long Beach,CA,90814,33.769759,-118.138267,(562) 438-4084,6:30 AM - 7:30 PM,6:30 AM - 7:30 PM,6:30 AM - 7:30 PM,6:30 AM - 7:30 PM,6:30 AM - 7:30 PM,6:30 AM - 7:30 PM,6:30 AM - 7:30 PM,PST,Factual,https://www.yelp.com/biz/ma-n-pa-grocery-long-beach-2
,Mabeleen's Minimart,2103 Lebec Rd,,CA,93243,34.841313,-118.865512,(661) 248-6128,,,,,,,,PST,Factual,
,Mac 7 Mini Super Market,3859 Broadway Pl,Los Angeles,CA,90037,34.01239,-118.277,n/a,,,,,,,,PST,Yelp,https://www.yelp.com/biz/mac-7-mini-super-market-los-angeles
,Maclay Market,1024 N Maclay Ave,,CA,91340,34.294044,-118.426265,(818) 837-1186,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Macs Junior Market,2001 W Burbank Blvd,,CA,91506,34.180642,-118.332909,(818) 848-1100,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 9:00 PM,PST,Factual,http://www.max-mart.appspot.com/
,Maddy's Market,26767 Agoura Rd,,CA,91302,34.140165,-118.706529,(818) 878-9704,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,7:00 AM - 8:00 PM,PST,Factual,http://www.maddysmarkets.com
,Maggie Water And Tobacco Mart,5400 S Main St,Los Angeles,CA,90037,33.9933,-118.27,,,,,,,,,PST,LACity,
,Magnolia Food Market,11300 Magnolia Blvd,N Hollywood,CA,91601,34.164539,-118.377653,(818) 508-0666,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,9:00 AM - 10:00 PM,10:00 AM - 8:00 PM,PST,Factual,
,Magnolia Fresh Market,418 N Glenoaks Blvd,Burbank,CA,91502,34.185622,-118.309355,(818) 557-1329,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/magnolia-fresh-market-burbank
,Magnolia Market,10708 Magnolia Blvd,North Hollywood,CA,91601,34.164741,-118.364079,(818) 769-0553,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,PST,Factual,https://www.yelp.com/biz/magnolia-market-north-hollywood
,Maguro International,11099 S La Cienega Blvd Suite #270,Los Angeles,CA,90045,33.9346,-118.37,,,,,,,,,PST,LACity,
,Magy's Market,10723 S Western Ave,,CA,90047,33.938732,-118.309115,(323) 757-7534,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,
,Mahraam Food Products,10724 Wilshire Blvd #904,Los Angeles,CA,90024,34.0606,-118.44,,,,,,,,,PST,LACity,
,Mai Bakery,1965 Potrero Grande Dr #I H,Monterey Park,CA,91755,,,,,,,,,,,PST,LACity,
,Maika Foods,3831 Oakfield Dr,Sherman Oaks,CA,91423,34.1398,-118.45,,,,,,,,,PST,LACity,
,Main Discount,131 E Lomita Blvd,Carson,CA,90745,33.798783,-118.274316,(310) 518-5349,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,8:00 AM - 10:00 PM,PST,Factual,https://www.yelp.com/biz/main-discount-carson
,Main Fish Market,23307 Main St,,CA,90745,33.813847,-118.275687,(310) 830-0740,,,,,,,,PST,Factual,
,Main Market,105 E 7Th St,Los Angeles,CA,90014,34.0439,-118.25,,,,,,,,,PST,LACity,
,Main Market,12604 Penn St,Whittier,CA,90602,33.97529,-118.042,(562) 696-5621,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,PST,Yelp,https://www.yelp.com/biz/main-market-whittier
,Main Mini Market,2800 S Main St,Los Angeles,CA,90007,34.0232,-118.27,,,,,,,,,PST,LACity,
,Majestic Poultry,450 N Ford Blvd,Los Angeles,CA,90022,34.0418,-118.17,,,,,,,,,PST,LACity,
,Majestic Summit Market,4000 W 3Rd St,Los Angeles,CA,90020,34.069,-118.3,,,,,,,,,PST,LACity,
,Major Cash & Carry,18965 San Jose Ave,,CA,91748,33.999971,-117.888963,(626) 854-0854,,,,,,,,PST,Factual,http://www.koamex.com
,Making A Impression,4427 Candlewood St,,CA,90712,33.853922,-118.140231,(562) 461-9981,,,,,,,,PST,Factual,
,Malabar Food Product,21175 Main St,,CA,90745,33.83754,-118.28111,(310) 212-7420,,,,,,,,PST,Factual,
,Malabar Market,3054 Malabar St,,CA,90063,34.045891,-118.196966,(323) 264-4426,,,,,,,,PST,Factual,
,Malaga Cove Ranch Market,43 Malaga Cove Plz,Palos Verdes Estates,CA,90274,33.799747,-118.389249,(310) 375-2683,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 7:00 PM,7:00 AM - 6:30 PM,8:00 AM - 5:00 PM,PST,Factual,http://portuguesebend.com
,Malbec Market,1632 Colorado Blvd,Eagle Rock,CA,90041,,,,,,,,,,,PST,LACity,
,Malibu Ranch Market,29575 Pacific Coast Hwy,,CA,90265,34.017174,-118.818811,(310) 457-0171,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,7:30 AM - 10:00 PM,PST,Factual,http://www.malibuweddingsevents.com
,Mama Marcia,2355 Westwood Blvd Apartment #253,Los Angeles,CA,90064,34.0413,-118.43,,,,,,,,,PST,LACity,
,Mama Santa,15243 Parthenia St,North Hills,CA,91343,34.2283,-118.46,,,,,,,,,PST,LACity,
,Mami Market,6922 S Western Ave,,CA,90047,33.976694,-118.308859,(323) 752-3333,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 10:00 PM,PST,Factual,
,Mamik Inc,12801 Arroyo St,Sylmar,CA,91342,34.2949,-118.41,,,,,,,,,PST,LACity,
,Mammis Market,1429 Cherry Ave,Long Beach,CA,90813,33.784963,-118.167827,(562) 591-8555,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 10:00 PM,7:00 AM - 9:30 PM,7:00 AM - 9:00 PM,PST,Factual,https://www.yelp.com/biz/cherry-market-long-beach
,Mammouth Water,9 Minson Way,,CA,90640,33.988848,-118.126145,(213) 627-5050,,,,,,,,PST,Factual,
,Manassero Farms,230 S Rose Dr,,CA,92823,33.913811,-117.845551,(714) 961-0822,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,6:00 AM - 11:00 PM,PST,Factual,http://www.manasserofarms.com/
,Mandalay Trading,903 S Azusa Ave,,CA,91748,34.004699,-117.93042,(510) 553-9888,,,,,,,,PST,Factual,
,Mangpong Vdo & Grocery,8402 Alondra Blvd,Paramount,CA,90723,33.88908,-118.153,(562) 633-5672,,,,,,,,PST,Yelp,https://www.yelp.com/biz/mangpong-vdo-and-grocery-paramount
,Manhattan Grocery,1111 Manhattan Ave,Manhattan Beach,CA,90266,33.88422,-118.41058,(310) 372-3066,,,,,,,,PST,Factual,https://www.yelp.com/biz/manhattan-grocery-manhattan-beach
,Manhattan Mart,2641 Manhattan Ave,Hermosa Beach,CA,90254,33.872824,-118.404976,(310) 376-9966,7:30 AM - 11:59 PM,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,PST,Factual,https://www.yelp.com/biz/manhattan-mart-hermosa-beach
,Manna Health 1,10201 Reseda Blvd,Northridge,CA,91324,34.256152,-118.536225,(818) 993-0001,8:00 AM to 11:00 PM,8:00 AM to 11:00 PM,8:00 AM to 11:00 PM,8:00 AM to 11:00 PM,8:00 AM to 11:00 PM,8:00 AM to 11:00 PM,8:00 AM to 11:00 PM,PST,Factual,https://www.yelp.com/biz/galleria-market-northridge-northridge
,Manna Market,3131 Edward Ave,Los Angeles,CA,90065,34.112736,-118.24132,,,,,,,,,PST,Factual,
,Manoochies Inc,200 S Barrington Ave #1419,Los Angeles,CA,90049,,,,,,,,,,,PST,LACity,
,Manriquez Mini Market,7614 S San Pedro St,Los Angeles,CA,90003,33.971,-118.27,,,,,,,,,PST,LACity,
,Manuel Navarro Produce,1017 W 119Th St,Los Angeles,CA,90044,33.925,-118.29,,,,,,,,,PST,LACity,
,Manuel's Mini Market,206 W Adams Blvd,Los Angeles,CA,90007,34.025815,-118.271194,(213) 765-8970,,,,,,,,PST,Factual,
,Manwin Usa,7679 San Fernando Rd,,CA,91352,34.210989,-118.356056,(818) 768-3531,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,6:00 AM - 10:00 PM,7:00 AM - 9:00 PM,7:00 AM - 9:00 PM,PST,Factual,
