X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,name,address,addrln2,city,state,hours,phone,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,email,date_updated,dis_status,POINT_X,POINT_Y
-117.985883956840041,34.065376546800749,47870786,211,,Community Groups,Farmers Markets,,Deborah Brister,Kaiser Baldwin Park Certified Farmers' Market,1011 Baldwin Park Blvd,,Baldwin Park,CA,"Fridays, year-round, 7:30am to 12:30pm. ",(310) 455-0181,www.cafarmersmarkets.com,,,71498,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91706,http://egis3.lacounty.gov/lms/?p=71498,publish,34.065377,-117.985884,,2015-04-15T07:55:35.000Z,,6565945.59535,1846172.492971
-118.429916056099088,34.219808696825282,47870787,211,,Community Groups,Farmers Markets,,Howell Tumlin,Kaiser Panorama City Certified Farmers' Market,13652 Cantara St,,Panorama City,CA,"Wednesdays, year-round, 9:00am to 1:30pm. ", (310) 455-0801,www.cafarmersmarkets.com,,,71475,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91402,http://egis3.lacounty.gov/lms/?p=71475,publish,34.219809,-118.429916,,2015-04-15T07:57:38.000Z,,6431704.759174,1902650.826208
-118.207700556986737,34.207496646999765,47870788,211,,Community Groups,Farmers Markets,,Raw Inspiration,La Canada Certified Farmers' Market,1346 Foothill Blvd,,La Canada Flintridge,CA,"Saturdays, year-round, 9:00am - 1:00pm",(818) 591-8161,www.cafarmersmarkets.com,,,60970,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91011,http://egis3.lacounty.gov/lms/?p=60970,publish,34.207497,-118.207701,,2015-04-15T07:59:01.000Z,,6498872.112699,1897957.1978
-118.588612455234326,34.171261966556521,47870789,211,,Community Groups,Farmers Markets,,Howell Tumlin,Kaiser Woodland Hills Certified Farmers' Market,5601 De  Soto Ave,,Woodland Hills,CA,"Thursdays, year-round, 10:00am to 2:30pm. ", (310) 455-0181,www.cafarmersmarkets.com,,,71490,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91367,http://egis3.lacounty.gov/lms/?p=71490,publish,34.171262,-118.588612,,2015-04-15T08:00:29.000Z,,6383627.134528,1885227.154691
-117.77100805745485,34.10195396690893,47870791,211,,Community Groups,Farmers Markets,,David Gayman,La Verne Certified Farmers' Market,"3660 ""D"" Street between Bonita and 3rd Street",,La Verne,CA,"Thursdays, April through September, 5:00pm to 9:00pm. ",866-440-3374,www.cafarmersmarkets.com,,,60955,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91750,http://egis3.lacounty.gov/lms/?p=60955,publish,34.101954,-117.771008,,2015-04-15T10:42:46.000Z,,6630993.512498,1859562.376952
-118.323835256659436,34.074882017161713,47870792,211,,Community Groups,Farmers Markets,,Raw Inspiration,Larchmont Village Certified Farmers' Market,209 N Larchmont Blvd,,Los Angeles,CA,"Sunday, 10:00am to 2:00pm. ",(818) 591-8161,www.cafarmersmarkets.com,,,71018,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90004,http://egis3.lacounty.gov/lms/?p=71018,publish,34.074882,-118.323835,,2015-04-15T10:44:18.000Z,,6463603.425035,1849789.381406
-118.192378056089808,33.772944967360282,47870793,211,,Community Groups,Farmers Markets,,Julie Schwarz,Long Beach Downtown Farmers' Market,212 W. Third Street at Pacific Avenue,,Long Beach,CA,"Fridays, year-round, 10:00am to 4:00pm. ",(562) 595-0268,www.cafarmersmarkets.com,,,60943,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90802,http://egis3.lacounty.gov/lms/?p=60943,publish,33.772945,-118.192378,,2015-04-15T10:46:07.000Z,,6503202.203449,1739805.520994
-118.113098056147081,33.757623967403227,47870794,211,,Community Groups,Farmers Markets,,Julie Schwarz,Long Beach Southeast Certified Farmers' Market,2nd St. and N. Marina Dr., Alamitos Bay Marina,Long Beach,CA,"Sundays, year-round, 9:00am to 2:00pm", (562) 983-1665,www.cafarmersmarkets.com,,,60977,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90803,http://egis3.lacounty.gov/lms/?p=60977,publish,33.757624,-118.113098,,2015-04-15T10:48:49.000Z,,6527290.944969,1734193.156563
-118.184940956541581,33.842649146992812,47870796,211,,Community Groups,Farmers Markets,,Julie Schwarz,Long Beach Uptown Certified Farmers' Market,E 46Th St & Atlantic Ave,Bixby Knolls area,Long Beach,CA,"Thursday, 3:00pm to 6:30pm ", (562) 983-1665,www.cafarmersmarkets.com,,,71029,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90807,http://egis3.lacounty.gov/lms/?p=71029,publish,33.842649,-118.184941,,2015-04-15T10:50:15.000Z,,6505509.179478,1765168.471252
-118.292009656504064,34.104211426782207,47870797,211,,Community Groups,Farmers Markets,,Helen Lee,Los Feliz Village Certified Farmers' Market,1825 N Vermont Ave,,Los Angeles,CA,"Sundays, year-round, 9:00am to 2:00pm. ",(323) 272-9171,www.cafarmersmarkets.com,,,71462,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90027,http://egis3.lacounty.gov/lms/?p=71462,publish,34.104211,-118.29201,,2015-04-15T10:54:11.000Z,,6473272.138965,1860433.338465
-118.691163955265111,34.034739246290236,47870798,211,,Community Groups,Farmers Markets,,Debra Blanco,Malibu Certified Farmers' Market,23525 Civic Center Way, between Webb Way & Pacific Coast Hwy,Malibu,CA,"Sundays, year-round, 10:00am to 3:00pm. ",(310) 457-4537,www.cafarmersmarkets.com,,,60951,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90265,http://egis3.lacounty.gov/lms/?p=60951,publish,34.034739,-118.691164,,2015-04-15T10:57:25.000Z,,6352266.237933,1835742.615537
-118.409414555675411,33.886736956970289,47870799,211,,Community Groups,Farmers Markets,,Mark Anderson,Manhattan Beach Certified Farmers' Market,13Th St & Morningside Dr,,Manhattan Beach,CA,"Tuesday, 11:00am to 4:00pm; 11:00am to 5:00pm, June through August ",(310)379-9901,www.cafarmersmarkets.com,,,71470,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,90266,http://egis3.lacounty.gov/lms/?p=71470,publish,33.886737,-118.409414,,2015-04-15T10:59:37.000Z,,6437408.723159,1781414.50897
-118.160243656211222,33.90263276684491,47870905,,,Community Groups,Farmers Markets,,Tipping The Scale,Paramount CFM,14409 Paramount Blvd.,,Paramount,CA,"9:00 am - 1: 00 pm, June - Dec.",(323) 378 - 6818 NickSpano,,,,76459,,90723,http://egis3.lacounty.gov/lms/?p=76459,publish,33.902633,-118.160244,,2015-05-11T12:32:50.000Z,,6513043.821233,1786985.068039
-118.215635756146682,34.073651267231504,47870909,,,Community Groups,Farmers Markets,,North Figueroa Association,Lincoln Heights CFM,North Broadway & Daly Street,,Los Angeles,CA,"3:00 pm - 7:00 pm, June - Dec.",(323) 494-4100  Misty Iwatsu,,,,76462,,90031,http://egis3.lacounty.gov/lms/?p=76462,publish,34.073651,-118.215636,,2015-05-13T08:51:25.000Z,,6496368.419216,1849253.56358
-118.35680555550833,33.838732067190158,47870910,,,Community Groups,Farmers Markets,,Helen Lee Foundation,Torrance Providence CFM,4101 Torranc Blvd. @ Hawthorne Blvd,,Torrance,CA,"Friday, Year Round, 10:00 am - 3:00 pm",323-272-9171,,,,76466,,90503,http://egis3.lacounty.gov/lms/?p=76466,publish,33.838732,-118.356805,,2015-05-28T08:20:49.000Z,,6453314.02337,1763883.594229
-118.128811456551659,33.919241566857799,47870911,,,Community Groups,Farmers Markets,,Southland Farmers' Market Association,Kaised Downey,9333 E. Imperial Hwy in Kaiser Medical Center,,Downey,CA,"Thursday, Year Round, 9:00 am - 2:00 pm",310-455-0181 Howell Tumlin,,,,76471,,90242,http://egis3.lacounty.gov/lms/?p=76471,publish,33.919242,-118.128811,,2015-06-10T13:44:34.000Z,,6522589.777534,1793015.67376
-118.529305056237149,34.381470366234744,47870912,211,,Community Groups,Farmers Markets,,The City of Newhall,Newhall Certified Farmers' Market,22520 Lynos Ave,,Newhall,CA,"Saturday, 8:00am to 12:00pm. ",Greta Dunlap,www.cafarmersmarkets.com,,,71492,This federation administers farmers markets for consumers and farmers in Los Angeles County and throughout the state of California.,91321,http://egis3.lacounty.gov/lms/?p=71492,publish,34.38147,-118.529305,,2015-06-17T06:38:20.000Z,,6401969.056506,1961625.063574
-118.028376957438184,34.141168766500869,47870913,,,Community Groups,Farmers Markets,,David Gayman,Arcadia Street Fair CFM,Wheeler Ave. @ 1st Street,,Arcadia,CA,"Friday, July - Dec., 5:00 pm - 9:00 pm",866-440-3374,,,,76475,,91016,http://egis3.lacounty.gov/lms/?p=76475,publish,34.141169,-118.028377,,2015-06-17T06:43:05.000Z,,6553083.75526,1873755.612017
-117.751298757820322,34.057815967650413,47870914,,,Community Groups,Farmers Markets,,Downtown Pomona Owner Association,Pomona Thomas Plaza CFM,201 W. 2nd Street,,Pomona,CA,"2nd Saturday of the month, year round, 5:00 pm - 9:00 pm",909-469-1121,,,,76479,,91766,http://egis3.lacounty.gov/lms/?p=76479,publish,34.057816,-117.751299,,2015-06-22T07:04:13.000Z,,6636999.87811,1843513.947107
-118.356100255588629,34.021192166793355,47870915,,,Community Groups,Farmers Markets,,Enriched Farms,Baldwin La Brea CFM,3601 S. La Brea Ave.,,Los Angeles,CA,"Saturday, 9:00 am - 2:00 pm.",310-779-1152,,,,76484,,90016,http://egis3.lacounty.gov/lms/?p=76484,publish,34.021192,-118.3561,,2015-07-01T13:04:06.000Z,,6453763.446683,1830283.764906
-118.076330856458057,34.080304666821348,47870924,,,Community Groups,Farmers Markets,,City of Rosemead,Rosemead CFM,8838 Valley Blvd.,,Rosemead,CA,"Aug - Dec, Friday, 4:00 pm - 8:00 pm","626-569-2100
626-343-8690",,,,76510,,91770,http://egis3.lacounty.gov/lms/?p=76510,publish,34.080305,-118.076331,,2015-07-27T13:10:53.000Z,,6538556.558921,1851613.595606
-117.952348471477904,34.020062815306218,47870925,,,Community Groups,Farmers Markets,,Ceder Broadcasting,La Puente Live CFM,Main Street & First Street,,La Puente,Ca,"July - Dec., Friday, 6:00 pm - 10:00 pm",909-375-0888,,,,76508,,91744,http://egis3.lacounty.gov/lms/?p=76508,publish,34.020063,-117.952348,,2015-07-27T13:17:17.000Z,,6576110.124562,1829685.059738
-118.352011256473673,33.961779867247017,47870926,,,Community Groups,Farmers Markets,,Myca Tran,Inglewood CFM,Manchester Blvd. & Market Street,,Inglewood,CA,"Thursday, year round, 3:00 pm - 7:00 pm",323-952-3466,,,,76092,,90301,http://egis3.lacounty.gov/lms/?p=76092,publish,33.96178,-118.352011,,2015-07-29T07:09:15.000Z,,6454926.789173,1808658.165769
-118.22147837776312,33.877468601396082,47870927,,,Community Groups,Farmers Markets,,,Compton CFM,Gateway Towne Center,,Compton,CA,"9:00 am - 2:00 pm Aug - Dec, Saturday",310-761-1474 Jack Hagopian,,,,76517,,90220,http://egis3.lacounty.gov/lms/?p=76517,publish,33.877469,-118.221478,,2015-08-13T12:06:19.000Z,,6494441.767558,1777862.535431
-118.605815756251374,34.184069766335526,47870928,,,Community Groups,Farmers Markets,,Raw Inspiration,The Village CFM,6250 Topanga Blvd.,,,Los Angeles,"Sunday, Year Round, 2:00 pm - 4:00 pm",818-591-8161,,,,76525,,91367,http://egis3.lacounty.gov/lms/?p=76525,publish,34.18407,-118.605816,,2015-09-02T06:42:25.000Z,,6378451.641927,1889918.977328
-118.401357556328819,33.861989866684269,47870929,,,Community Groups,Farmers Markets,,Sprouts of Promise,Hermosa Beach Wednesday CFM,1 Piar Ave,,Hermosa Beach,CA,"Wednesday, Year Round, 11:00 am - 4:00 pm",424-645-7211,,,,76527,,90254,http://egis3.lacounty.gov/lms/?p=76527,publish,33.86199,-118.401358,,2015-09-02T06:48:05.000Z,,6439818.134023,1772398.651018
-118.386663855682613,33.976007067329846,47874249,,,Community Groups,Farmers Markets,,,Howard Hughes CFM,6080 Center Drive,,Los Angeles,CA,"Thursday, Year Round, 10:00 am - 2:00 pm",818-591-8161,,,,76513,,90230,http://egis3.lacounty.gov/lms/?p=76513,publish,33.976007,-118.386664,,2015-12-10T16:59:47.000Z,,6444438.734034,1813874.318394
