name	Address_1	Address_2	City	State	Zip	Phone	latitude	longitude	Category	Website		daycode1	day1_open	day1_close	daycode2	day2_open	day2_close	daycode3	day3_open	day3_close	daycode4	day4_open	day4_close	daycode5	day5_open	day5_close	daycode6	day6_open	day6_open	daycode7	day7_open	day7_close	Year_Round (Y/N)	season_open	season_close
"Project 29:11, A Community Development Corporation"	418 N. Second Avenue		Covina	CA	91723	(626)373-2976	34.0897447	-117.8874932	Food Pantry			Tue	2:00 PM	5:30 PM	Wed	2:00 PM	4:00 PM	Thu	2:00 PM	5:30 PM	Fri	2:00 PM	4:00 PM												
Trinity Evangelical Lutheran Church	997 E. Walnut		Pasadena	CA	91106	(626)792-1212	34.1500129	-118.1297586	Food Pantry			Tue	12:00 PM	2:00 PM																					
St. Charles Service Center	10825 Moorpark Street		North Hollywood	CA	91602	(818)985-7365	34.1503878	-118.3663839	Food Pantry			Tue	9:00 AM	11:45 PM	Wed	9:00 AM	11:45 AM	Thu	9:00 AM	11:45 PM	Sat	9:00 AM	11:45 AM												
Church of the Valley	6565 Vester blvd		Van Nuys	CA	91411	(818)284-1331	34.1898566	-118.451357	Food Pantry			Tue	9:30 AM	12:00 PM	Wed	9:30 AM	12:00 PM																		
Lutheran Social Services of Southern California	21430 Strathern Street		Canoga Park	CA	91304	(818)901-9480	34.214903	-118.5986508	Food Pantry			Tue	10:00 AM	2:45 PM	Wed	10:00 AM	2:45 PM	Thu	10:00 AM	2:45 PM	Fri	10:00 AM	2:45 PM												
Meet Each Need with Dignity	10641 San Fernando Road		Pacoima	CA	91331	(818)686-7334	34.2630434	-118.4195782	Food Pantry			Tue	8:00 AM	2:00 PM	Thu	8:00 AM	2:00 PM	Fri	8:00 AM	2:00 PM	Sat	9:00 AM	12:00 PM												
"Grace Resource Center, Inc."	45134 N. Sierra Hwy.		Lancaster	CA	93534	(661)940-5272	34.7030069	-118.137309	Food Pantry			Tue	10:00 AM	11:00 AM	Tue	1:00 PM	2:00 PM	Wed	10:00 AM	11:00 AM	Wed	10:00 AM	11:00 AM	Thu	10:00 AM	11:00 AM	Thu	1:00 PM	2:00 PM						
Servants Arms Community Based Organization	1720 N. Walnut Avenue		La Puente	CA	91744	(626)918-3227	42.1077661	-87.9903638	Food Pantry			Tue	3:00 PM	6:00 PM	Thu	3:00 PM	6:00 PM																		
Tongan Community Service Center	"13030 Inglewood Avenue, Suite.104"		Hawthorne	CA	90249	(310)679-9099	33.9137357	-118.3608819	Food Pantry			Tue1st	7:00 AM	10:00 AM	Tue3rd	7:00 AM	10:00 AM																		
Zion Hill Baptist Church	7860 10th Avenue		Los Angeles	CA	90043	(323)753-4610	33.9678904	-118.3280831	Food Pantry			Tue1st	10:00 AM	12:00 PM	Tue3rd	10:00 AM	12:00 PM																		
White Memorial S.D.A. Church	401 N. State Street		Los Angeles	CA	90033	(323)264-2170	34.0492972	-118.2157793	Food Pantry			Tue1st	10:00 AM	12:00 PM	Tue3rd	10:00 AM	12:00 PM																		
Food Net-San Pedro Service Center	769 W. Third Street		San Pedro	CA	90731	(310)519-6091	33.7412554	-118.2938035	Food Pantry			Tue2nd	2:00 PM	4:30 PM	Wed	2:00 PM	4:30 PM	Thu	2:00 PM	4:30 PM	Fri	2:00 PM	4:30 PM												
Imani Unidos A.I.D.S. Project	1713 W. 108th Street		Los Angeles	CA	90047	(323)754-8453	33.9385863	-118.3074812	Food Pantry			Tue2nd	10:00 AM	1:00 PM	Tue4th	10:00 AM	1:00 PM	Wed4th	10:00 AM	1:00 PM	Thu4th	10:00 AM	1:00 PM												
Food Net-Florence Firestone Center	7807 S. Compton Avenue		Los Angeles	CA	90001	(323)586-6502	33.9677438	-118.2480784	Food Pantry			Tue2nd	9:00 AM	1:00 PM																					
Fifty Fourth Street S.D.A. Church	1973 West 54th Street		Los Angeles	CA	90062	(323)292-2762	33.9935442	-118.3134514	Food Pantry	http://54stsda.org/		Tue2nd	8:00 AM	10:00 AM	Tue4th	8:00 AM	10:00 AM																		
St. Philip's Episcopal Church	2800 Stanford Avenue		Los Angeles	CA	90011	(323)291-8917	34.0186835	-118.2606782	Food Pantry			Tue2nd	7:30 AM	8:30 AM	Tue4th	7:30 AM	8:30 AM																		
Altadena S.D.A. Church	2609 N. Lincoln Avenue		Altadena	CA	91001	(626)794-3953	34.1906878	-118.1593398	Food Pantry	http://altadenasdafamily.org/		Tue2nd	9:00 AM	12:00 PM	Tue4th	9:00 AM	12:00 PM																		
S.A. Mountain View Mobile	3255 E. Ave R		Palmdale	CA	93550	(661)947-4700	34.5732114	-118.0702161	Food Pantry			Tue2nd	12:00 PM	2:00 PM																					
S.A. Mayflower Gardens	6570 West Avenue L-12		Quartz Hill	CA	93536	(661)943-3228	34.6638843	-118.2231208	Food Pantry			Tue2nd	9:00 AM	11:00 AM																					
Living Truth Christian Fellowship	5873 S. Normandie Avenue		Los Angeles	CA	90044	(323)290-3909	33.9877081	-118.3002282	Food Pantry			Tue3rd	11:30 AM	1:30 PM	Tue4th	11:30 AM	1:30 PM																		
Los Angeles Central City S.D.A. Church	650 W. 21st Street		Los Angeles	CA	90007	((21)) 7-9646	34.0327067	-118.2752257	Food Pantry			Tue3rd	12:00 PM	2:00 PM																					
Our Lady of Talpa Church	427 S. Evergreen Ave.		Los Angeles	CA	90033	(323)268-7731	34.036566	-118.205021	Food Pantry			Tue3rd	1:00 PM	3:00 PM																					
Central Filipino S.D.A. Church	777 Colorado Boulevard		Los Angeles	CA	90041	(323)255-7718	34.1410086	-118.182682	Food Pantry			Tue3rd	9:00 AM	12:00 PM																					
Ed & Frankie Benson Evangelistic Ministries	4232 West Ave. L		Quartz Hill	CA	93536	(661)943-1148	34.659707	-118.2068055	Food Pantry			Tue3rd	12:00 PM	1:00 PM																					
Tamarind Avenue S.D.A. Church	417 S. Tamarind Avenue		Compton	CA	90220	(310)386-8803	33.892572	-118.2220425	Food Pantry			Tue4th	9:00 AM	12:00 PM																					
Palmdale Foursquare Church	38325 10th Street East		Palmdale	CA	93550	(661)947-2938	34.5784049	-118.1120551	Food Pantry			Tue4th	10:00 AM	12:00 PM																					
Lady Bug Ministry	14725 Gramercy Place		Gardena	CA	90247	((32)) 7-3748	33.897334	-118.314122	Food Pantry			TueLast	9:00 AM	10:00 AM																					
Door of Hope Community Center	1414 South Atlantic Blvd.		Los Angeles	CA	90022	(323)262-2777	34.012313	-118.1590196	Food Pantry			Tues	9:00 AM	11:00 AM	Thu	9:00 AM	11:00 AM																		
Cory's Kitchen	1418 Arrow Highway		Irwindale	CA	91706	(626)305-0392	34.1146127	-117.9746909	Food Pantry	http://www.coryskitchen.org/		Tues	6:00 PM	8:00 PM																					
Ecumenical Council of Pasadena Area Congregations	444 East Washington Boulevard		Pasadena	CA	91104	(626)797-2402	34.1687151	-118.1413359	Food Pantry			Tues	9:00 AM	3:00 PM	Wed	9:00 AM	3:00 PM																		
Hawaiian Gardens Food Bank	21411 Norwalk Blvd.		Hawaiian Gardens	CA	90716	(562)860-9097	33.8348574	-118.0723646	Food Pantry			Wed	2:00 PM	6:00 PM	Thu	9:30 AM	3:30 PM																		
Hope Chapel Foursquare Church	2420 Pacific Coast Highway		Hermosa Beach	CA	90254	(310)374-4673	33.8715292	-118.3942418	Food Pantry			Wed	9:00 AM	12:00 PM	Wed	1:00 PM	4:00 PM	Fri	9:00 AM	12:00 PM	Fri	1:00 PM	4:00 PM												
Norwalk Church of the Nazarene	15000 Studebaker Road		Norwalk	CA	90650	(562)863-0911	33.8944743	-118.0995643	Food Pantry			Wed	5:00 PM	7:00 PM																					
Lynwood United Methodist Church	4207 Carlin Avenue		Lynwood	CA	90262	(310)638-5163	33.91217	-118.1966584	Food Pantry			Wed	9:00 AM	12:00 PM																					
Blood of Jesus Prayer and Deliverance Ministry	11001 S. Broadway		Los Angeles	CA	90061	(323)752-3048	33.935441	-118.278724	Food Pantry			Wed	3:00 PM	4:00 PM																					
Saint Mark Food Pantry	8305 S. Gramercy Place		Los Angeles	CA	90047	(323)753-3535	33.9632286	-118.3136076	Food Pantry			Wed	11:00 AM	11:30 AM	Wed3rd	11:00 AM	11:30 AM																		
Bethel AME Church- Richard Allen Center	7919 S.  Western Avenue		Los Angeles	CA	90047	(323)750-3240	33.9666659	-118.309331	Food Pantry			Wed	7:30 AM	11:30 AM																					
Salvation Army- South L.A.	7651 South Central Avenue		Los Angeles	CA	90001	(323)586-0759	33.9698411	-118.2567313	Food Pantry			Wed	11:00 AM	1:00 PM																					
United Gospel Outreach	7223 S. Main Street		Los Angeles	CA	90003	(323)758-1213	33.974056	-118.274222	Food Pantry			Wed	11:00 AM	1:00 PM																					
Travelers Rest Missionary B.C.	1417 E. Florence Avenue		Los Angeles	CA	90001	(323)582-7797	33.9750605	-118.2493074	Food Pantry			Wed	11:00 AM	1:00 PM																					
My Friends House	3533 West 58th Place		Los Angeles	CA	90043	(323)292-4939	33.988368	-118.334148	Food Pantry			Wed	9:00 AM	11:00 AM																					
St. Mark Missionary Baptist	5017 Compton Avenue		Los Angeles	CA	90011	(323)231-1040	33.9970846	-118.2481042	Food Pantry			Wed	8:00 AM	10:00 AM																					
Cory's Kitchen-Faith Center Ministries	20470 # A Yellowbrick Road		Walnut	CA	91789	(626)825-9441	33.999464	-117.8575384	Food Pantry			Wed	4:00 PM	6:00 PM																					
Christ Gospel Prayer Center	4228 S. Vermont Avenue		Los Angeles	CA	90037	(323)732-1394	34.0065425	-118.2912726	Food Pantry			Wed	11:00 AM	11:30 AM																					
University S.D.A. Church	1135 Martin Luther Kin Jr. Boulevard		Los Angeles	CA	90037	(323)766-9889	34.0111729	-118.2955869	Food Pantry			Wed	1:00 PM	2:30 PM																					
Iglesia la Puerta Abierta	5017 E. Olympic Boulevard		Los Angeles	CA	90022	(323)261-8397	34.0173349	-118.1621792	Food Pantry			Wed	7:00 PM	7:30 PM																					
Trinity Baptist Church L.A.	2040 W. Jefferson Boulevard		Los Angeles	CA	90018	(323)735-0044	34.0251148	-118.3161	Food Pantry			Wed	9:30 AM	10:45 AM																					
WSFB-St. Anne's Social Service	2013 Colorado Avenue		Santa Monica	CA	90404	(310)829-4411	34.0266996	-118.4766044	Food Pantry			Wed	4:00 PM	5:30 PM																					
Food Net-San Gabriel Valley Center	1441 Santa Anita Avenue		South El Monte	CA	91733	(626)575-5431	34.0451612	-118.0455444	Food Pantry			Wed	8:30	10:30																					
Spanish American S.D.A. Church	1815 E. Bridge Street		Los Angeles	CA	90033	(323)222-7063	34.051615	-118.215201	Food Pantry			Wed	6:00 PM	7:30 PM																					
Echo Park United Methodist	1226 N. Alvarado Boulevard		Los Angeles	CA	90026	(323)731-5472	34.0787092	-118.2624834	Food Pantry			Wed	2:00 PM	5:00 PM																					
Baldwin Park Bilingual S.D.A.	13965 East Ramona Parkway		Baldwin Park	CA	91706	(626)338-4828	34.085323	-117.969546	Food Pantry			Wed	6:30 PM	7:30 PM																					
Childrens Hospital Los Angeles	5000 Sunset Blvd. 7th Floor		Los Angeles	CA	90027	(323)361-5981	34.0977874	-118.2986107	Food Pantry			Wed	10:00 AM	11:00 AM																					
Hollywood Lutheran Church	1733 N. New Hampshire Ave.		Hollywood	CA	90027	(323)667-1212	34.102841	-118.2936174	Food Pantry			Wed	11:00 AM	12:30 PM																					
Shepherd's Pantry	657 E. Arrow Highway		Glendora	CA	91740	(626)852-7630	34.1070477	-117.8509722	Food Pantry			Wed	5:00 PM	7:00 PM	Thu	5:00 PM	7:00 PM																		
Silverlake Community Church-Hope Net	2930 Hyperion Ave		Los Angeles	CA	90027	(323)663-3151	34.1098951	-118.2702749	Food Pantry			Wed	5:30 PM	6:30 PM																					
Pentecostal Church of God	2829 1/4 Fletcher Drive		Los Angeles	CA	90039	(323)842-7888	34.1123662	-118.2494937	Food Pantry			Wed	3:00 PM	5:00 PM																					
Fuller Theological Seminary	135 North Oakland Avenue		Pasadena	CA	91101	(626)584-5433	34.148218	-118.1404603	Food Pantry			Wed	12:00 PM	3:00 PM																					
First Church of the Nazarene-Pasadena	3700 E. Sierra Madre Boulevard		Pasadena	CA	91107	(626)351-9631	34.1609763	-118.0739988	Food Pantry	http://www.paznaz.org/		Wed	2:00 PM	4:00 PM																					
Resting Place Church	10803 Cantara St.		Sun Valley	CA	91352	(818)588-1024	34.219583	-118.365132	Food Pantry			Wed	10:00 AM	1:00 PM																					
Redeemer Lutheran Outreach	20025 Chase Street		Winnetka	CA	91306	(818)341-1629	34.2248564	-118.5698672	Food Pantry			Wed	10:00 AM	2:30 PM	Thu	10:00 AM	2:30 PM	Fri	10:00 AM	2:30 PM															
Centro de Vida International Church Movement	9251 Burnet Avenue		North Hills	CA	91343	(818)892-2838	34.2387967	-118.4635834	Food Pantry			Wed	10:00 AM	12:00 PM																					
Tujunga United Methodist Church	9901 Tujunga Canyon Boulevard		Tujunga	CA	91042	(818)352-1481	34.2480625	-118.2772395	Food Pantry			Wed	11:00 AM	1:00 PM	Fri	11:00 AM	1:00 PM	Sat2nd	10:00 AM	12:00 PM	Sat4th	10:00 AM	12:00 PM												
Sunland Tujunga T.A.C.	7747 Foothill Boulevard		Tujunga	CA	91042	(818)352-2421	34.2577962	-118.3009158	Food Pantry			Wed	9:00 AM	11:30 AM	Thu	9:00 AM	11:30 AM	Fri	9:00 AM	11:30 AM															
Iglesia Bautista Renacer	15950 Chatsworth St.		Granada Hills	CA	91344	(818)277-9982	34.264075	-118.479712	Food Pantry			Wed	4:00 PM	5:00 PM																					
Dos Testamentos En El Desierto	9845 E Palmdale Boulevard		Palmdale	CA	93591	(661)433-1186	34.5803299	-117.952611	Food Pantry			Wed	7:30 PM	8:30 PM	Sat	8:15 AM	10:30 AM	Sat	7:30 PM	8:30 PM	Sun	10:30 AM	12:00 PM												
Nuevo Amanecer	1035 N. Avalon Boulevard		Wilmington	CA	90744	(310)847-6937	33.784017	-118.263126	Food Pantry			Wed1st	6:00 PM	7:30 PM	Wed3rd	6:00 PM	7:30 PM																		
Harbor Christian Center	1602 N. Wilmington Blvd		Wilmington	CA	90744	(310)835-5661	33.7950143	-118.2748789	Food Pantry			Wed1st	6:00 PM	7:30 PM	Wed3rd	6:00 PM	7:30 PM																		
Estelle Van Meter Multipurpose	7600 S. Avalon Boulevard		Los Angeles	CA	90003	(323)753-3881	33.9709509	-118.2648597	Food Pantry			Wed1st	10:30 AM	11:30 AM	Wed3rd	10:30 AM	11:30 AM																		
East L.A. Bilingual S.D.A. Church	700 Hoefner Avenue		Los Angeles	CA	90022	(323)633-4734	34.0209372	-118.1493743	Food Pantry			Wed1st	5:30 PM	6:30 PM	Wed3rd	5:30 PM	6:30 PM	Sat	12:00 PM	12:45 PM															
Sowing Seeds for Life	1350 Arrow Hwy		La Verne	CA	91750	(909)392-5777	34.100366	-117.785848	Food Pantry			Wed1st	11:00 AM	4:00 PM	Wed3rd	11:00 AM	4:00 PM																		
Palmdale S.D.A. Church	1758 East Avenue R		Palmdale	CA	93550	(661)947-8496	34.5722471	-118.0963705	Food Pantry			Wed1st	10:00 AM	12:00 PM	Wed3rd	10:00 AM	12:00 PM																		
Living Springs Foursquare Church	17134 E. Ave O		Palmdale	CA	93591	(661)264-1717	34.616048	-117.824428	Food Pantry			Wed1st	8:00 AM	10:00 AM	Wed3rd	8:00 AM	10:00 AM	Wed4th	8:00 AM	10:00 AM															
Bread of Life Community Outreach	628 South Street		Long Beach	CA	90805	(562)428-5422	33.8584858	-118.0929072	Food Pantry	http://www.longbeachbreadoflife.com		Wed2nd	8:30 AM	12:00 PM	Wed4th	8:30 AM	12:00 PM																		
Crenshaw Baptist Church	18749 Crenshaw Boulevard		Torrance	CA	90504	(310)323-2115	33.8599467	-118.3274219	Food Pantry			Wed2nd	9:00 AM	1:00 PM																					
The Lord's Church	9701 Flower Street		Bellflower	CA	90706	(562)866-8283	33.882343	-118.12727	Food Pantry			Wed2nd	8:00 PM	9:00 PM	Wed4th	8:00 PM	9:00 PM																		
Food Net-Willowbrook Senior Center	12915 Jarvis Avenue		Los Angeles	CA	90061	(310)217-5650	33.9150672	-118.2722211	Food Pantry			Wed2nd	10:00 AM	12:00 PM	Wed4th	10:00 AM	12:00 PM																		
Pilgrim's Hope Baptist Church	7016 S. Compton Avenue		Los Angeles	CA	90001	(323)581-7672	33.9759009	-118.2473905	Food Pantry			Wed2nd	9:00 AM	11:00 AM																					
Estrada Courts Community Center	3232 Hunter Street		Los Angeles	CA	90023	(323)641-8943	34.0211079	-118.2082908	Food Pantry			Wed2nd	8:00 AM	10:00 AM	Wed4th	8:00 AM	10:00 AM																		
Guadalupe Food Program	4018 East Hammel Street		Los Angeles	CA	90063	(323)261-8051	34.0421266	-118.1794177	Food Pantry			Wed2nd	7:00 AM	9:00 AM	Wed4th	7:00 AM	9:00 AM																		
Glendale Filipino S.D.A. Church	310 E. Chestnut Street		Glendale	CA	91205	(818)543-0110	34.1395829	-118.2520609	Food Pantry			Wed2nd	11:00 AM	12:00 PM																					
Lifeline Community Services & Economic Development	2556 N. Lake Avenue		Altadena	CA	91001	(626)797-3585	34.1896939	-118.1310706	Food Pantry			Wed2nd	12:00 PM	2:00 PM	Wed4th	12:00 PM	2:00 PM																		
First Missionary Baptist Church	37721 N. 100th Street East		Sun Villiage	CA	93543	(661)944-4128	34.56754	-117.953277	Food Pantry	http://www.livingstonecathedral.org/index.php		Wed2nd	11:00 AM	1:00 PM	Wed4th	11:00 AM	1:00 PM																		
Jesus is the Answer Apostolic Church	"25100 S. Normandie Ave, Suite A"		Harbor City	CA	90710	(310)667-0147	33.7965619	-118.2966541	Food Pantry			Wed3rd	12:00 PM	4:00 PM																					
Willowbrook Project Area Commission	11901 S. Willowbrook Avenue		Los Angeles	CA	90059	(323)569-7676	33.9244622	-118.23627	Food Pantry			Wed3rd	5:00 PM	7:00 PM	Sat2nd	10:00 AM	12:00 PM																		
Lincoln Avenue Baptist Church	1180 North Lincoln Avenue		Pasadena	CA	91103	(626)798-9163	34.1664331	-118.1592865	Food Pantry			Wed3rd	10:00 AM	12:00 PM																					
Gospel Mission Baptist Church	7301 S. Avalon Boulevard		Los Angeles	CA	90003	(323)759-8087	33.9735936	-118.2655739	Food Pantry			Wed4th	11:00 AM	12:00 PM																					
