name,address_1,address_2,city,state,zip,phone,latitude,longitude,category,website,,daycode1,day1_open,day1_close,daycode2,day2_open,day2_close,daycode3,day3_open,day3_close,daycode4,day4_open,day4_close,daycode5,day5_open,day5_close,daycode6,day6_open,day6_open,daycode7,day7_open,day7_close,Year_Round (Y/N),season_open,season_close
Salvation Army Redondo Beach,125 W. Beryl Street,,Redondo Beach,CA,90277,(310)318-2827,33.8469008,-118.3925479,Food Pantry,,,Mon,0900,1100,Tue,0900,1100,Wed,0900,1100,Thu,0900,1100,Fri,0900,1100,,,,,,,,,
Salvation Army Santa Clarita Valley Corps,22935 Lyons Avenue,,Newhall,CA,91321,(661)799-7486,34.3805004,-118.5341693,Food Pantry,,,Mon,0900,1500,Wed,0900,1500,Thu,0900,1500,Fri,0900,1500,,,,,,,,,,,,
Salvation Army Southeast Comm. Corp,2965 E. Gage Avenue,,Huntington Park,CA,90255,(323)587-4221,33.9814284,-118.2165004,Food Pantry,,,Thu,1300,1500,,,,,,,,,,,,,,,,,,,,,
Salvation Army- East L.A.,140 N. Eastman Avenue,,Los Angeles,CA,90063,(323)263-7577,34.036961,-118.1854747,Food Pantry,,,Mon,0900,1600,Tue,0900,1600,Wed,0900,1600,Thu,0900,1600,Fri,0900,1600,,,,,,,,,
Salvation Army- L.A. Central Corp,906 S. Francisco Street,,Los Angeles,CA,90015,(213)896-9178,34.0466096,-118.2646275,Food Pantry,,,Mon,0900,1600,Tue,0900,1600,Wed,1200,1600,Thu,1200,1600,,,,,,,,,,,,
Salvation Army- Lancaster Corp,44517 Sierra Highway,,Lancaster,CA,93534,(661)948-3418,34.6914947,-118.1362728,Food Pantry,,,Mon4th,1200,1600,Wed,0900,1030,,,,,,,,,,,,,,,,,,
Salvation Army- Santa Fe Springs,12000 E. Washington Boulevard,,Whittier,CA,90606,(562)696-9562,33.9676128,-118.0553469,Food Pantry,,,Tue,1300,1600,Wed,1300,1600,Thu,1300,1600,Fri,1300,1600,,,,,,,,,,,,
Salvation Army- South L.A.,7651 South Central Avenue,,Los Angeles,CA,90001,(323)586-0759,33.9698411,-118.2567313,Food Pantry,,,Wed,1100,1300,,,,,,,,,,,,,,,,,,,,,
Salvation Army- Whittier Corp.,7926 Pickering Avenue,,Whittier,CA,90602,(562)698-8348,33.9691227,-118.0417514,Food Pantry,,,Mon,1300,1445,Tue,1300,1445,Wed,1300,1445,Thu,1300,1445,Fri,1300,1445,,,,,,,,,
Salvation Army-Pasadena Tabernacle,1000 E.Walnut Street,,Pasadena,CA,91106,(626)773-4400,34.1493046,-118.1297902,Food Pantry,,,Mon,0900,1130,Tue,0900,1130,Wed,0900,1130,Thu,0900,1130,Fri,0900,1130,,,,,,,,,
Salvation Army-Pomona,490 E. La Verne Anenue,,Pomona,CA,91767-2800,(909)623-1579,34.0806833,-117.7434276,Food Pantry,,,Mon,0800,1600,Tue,0800,1200,Wed,0800,1600,Thu,0800,1200,Fri,0800,1600,,,,,,,,,
San Gabriel Mission,428 South Mission Drive,,San Gabriel,CA,91776,(626)457-3035,34.0971693,-118.1074142,Food Pantry,,,Sun,0800,1000,,,,,,,,,,,,,,,,,,,,,
San Gabriel Valley Y.W.C.A.,510 N. Vineland Avenue,,La Puente,CA,91746,(626)333-0294,34.051539,-117.986823,Food Pantry,,,Fri,0900,1100,,,,,,,,,,,,,,,,,,,,,
San Miguel Church,2214 E. 108th Street,,Los Angeles,CA,90059,(323)569-5951,33.9373243,-118.2324792,Food Pantry,,,Sat3rd,0800,0930,,,,,,,,,,,,,,,,,,,,,
San Pedro Temple Corps,138 S. Bandini Street,,San Pedro,CA,90731,(310)832-7228,33.7426596,-118.2986098,Food Pantry,,,Fri,0900,1200,Fri,1400,1500,,,,,,,,,,,,,,,,,,
Santa Clarita Valley Food Pantry,24133 Railroad Avenue,,Newhall,CA,91321,(661)255-9078,34.3765012,-118.5252054,Food Pantry,,,Fri3rd,0900,1200,,,,,,,,,,,,,,,,,,,,,
Servants Arms Community Based Organization,1720 N. Walnut Avenue,,La Puente,CA,91744,(626)918-3227,42.1077661,-87.9903638,Food Pantry,,,Tue,1500,1800,Thu,1500,1800,,,,,,,,,,,,,,,,,,
Shekinah Worship Center,42640 10th Street West,,Lancaster,CA,93534,(661)400-2570,34.6579322,-118.1471819,Food Pantry,,,SatLast,1330,1430,,,,,,,,,,,,,,,,,,,,,
Shepherd's Pantry,657 E. Arrow Highway,,Glendora,CA,91740,(626)852-7630,34.1070477,-117.8509722,Food Pantry,,,Wed,1700,1900,Thu,1700,1900,,,,,,,,,,,,,,,,,,
Shield of Faith Christian Center of Pasadena,1127 N. Lake Avenue,,Pasadena,CA,91104,(626)773-0505,34.1652586,-118.1327954,Food Pantry,,,Thu1st,1200,1400,Thu3rd,1200,1400,,,,,,,,,,,,,,,,,,
Shields for Families,11705 Deputy Yamamoto Place,,Lynwood,CA,90262,(323)242-5000,33.9268095,-118.229051,Food Pantry,,,Thu,1000,1400,,,,,,,,,,,,,,,,,,,,,
Silverlake Community Church-Hope Net,2930 Hyperion Ave,,Los Angeles,CA,90027,(323)663-3151,34.1098951,-118.2702749,Food Pantry,,,Wed,1730,1830,,,,,,,,,,,,,,,,,,,,,
Southeast Churches Service Center,2780 E. Gage Avenue,,Huntington Park,CA,90255,(323)585-8254,33.9814503,-118.2202826,Food Pantry,,,Mon,0900,1600,Tue,0900,1600,Wed,0900,1600,Thu,0900,1600,Fri,0900,1600,,,,,,,,,
Sowing Seeds for Life,1350 Arrow Hwy,,La Verne,CA,91750,(909)392-5777,34.100366,-117.785848,Food Pantry,,,Wed1st,1100,1600,Wed3rd,1100,1600,,,,,,,,,,,,,,,,,,
Spanish American S.D.A. Church,1815 E. Bridge Street,,Los Angeles,CA,90033,(323)222-7063,34.051615,-118.215201,Food Pantry,,,Wed,1800,1930,,,,,,,,,,,,,,,,,,,,,
St. Agnes Parish,2625 S. Vermont Avenue,,Los Angeles,CA,90007,(323)731-2464,34.0320812,-118.2918201,Food Pantry,,,Mon,0900,1030,Tue,0900,1030,Thu,0900,1030,Fri,0900,1030,,,,,,,,,,,,
St. Andrew Catholic Church,140 Chestnut Street,,Pasadena,CA,91103,(626) 79-4183,34.1501638,-118.1474523,Food Pantry,,,Sat,0900,1100,,,,,,,,,,,,,,,,,,,,,
St. Athanasius & St. Paul Church,840 Echo Park Avenue,,Los Angeles,CA,90026,(213)908-8827,34.0733551,-118.2591402,Food Pantry,,,Fri,0800,1030,,,,,,,,,,,,,,,,,,,,,
St. Brigid Catholic Church,5214 S. Western Avenue,,Los Angeles,CA,90062,(323)292-0781,33.9945347,-118.3086059,Food Pantry,,,Fri3rd,0930,1100,,,,,,,,,,,,,,,,,,,,,
St. Catherine Laboure Catholic,3846 Redondo Beach Boulevard,,Torrance,CA,90504,(310)329-0993,33.8781235,-118.3402114,Food Pantry,,,SatLast,1100,1300,,,,,,,,,,,,,,,,,,,,,
St. Cecilia Catholic Church,4230 S. Normandie Avenue,,Los Angeles,CA,90037,((32)) 2-6628,34.0059447,-118.2998211,Food Pantry,,,Sat3rd,0900,1030,,,,,,,,,,,,,,,,,,,,,
St. Charles Service Center,10825 Moorpark Street,,North Hollywood,CA,91602,(818)985-7365,34.1503878,-118.3663839,Food Pantry,,,Tue,0900,1145,Wed,0900,1145,Thu,0900,1145,Sat,0900,1145,,,,,,,,,,,,
St. Ferdinand Church,1109 Coronel Street,,San Fernando,CA,91340,(818)365-3194,34.2818972,-118.4436663,Food Pantry,,,Fri2nd,0900,1100,Fri4th,0900,1100,,,,,,,,,,,,,,,,,,
St. Francis Center,1835 S. Hope Street,,Los Angeles,CA,90015,(213)747-5347,34.0339876,-118.2697209,Food Pantry,,,Tue,1100,1230,Wed,1100,1230,Thu,1100,1230,Sat,1100,1230,,,,,,,,,,,,
St. George Church,15721 Cornuta Avenue,,Bellflower,CA,90706,(562)862-0273,33.8906177,-118.1198573,Food Pantry,,,Thu2nd,1600,1800,Thu4th,1600,1800,,,,,,,,,,,,,,,,,,
St. Gertrudes Conference,7025 Garfield Avenue,,Bell Gardens,CA,90201,(562)927-4495,33.9678794,-118.1506637,Food Pantry,,,Fri2nd,1100,1300,Fri4th,1100,1300,,,,,,,,,,,,,,,,,,
St. Helen Church,9314 Madison Avenue,,South Gate,CA,90280,(323)563-3522,33.9506409,-118.2138075,Food Pantry,,,Sat4th,0800,1000,,,,,,,,,,,,,,,,,,,,,
St. James Episcopal Church-Hope Net,3903 Wilshire Boulevard,,Los Angeles,CA,90010,(323)934-5870,34.062042,-118.3119697,Food Pantry,,,Thu,0800,0900,,,,,,,,,,,,,,,,,,,,,
St. John Coptic Orthodox,21329 E. Cienega Avenue,,Covina,CA,91724,(562)691-0299,34.103353,-117.838035,Food Pantry,,,Thu2nd,1700,1900,Thu4th,1700,1900,,,,,,,,,,,,,,,,,,
St. John Vianney Church,1345 Turnbull Canyon Road,,Hacienda Heights,CA,91745,(626)330-2269,34.0112629,-117.980451,Food Pantry,,,Sat,0830,1230,,,,,,,,,,,,,,,,,,,,,
St. John's Cathedral-Hope Net,514 W. Adams Boulevard,,Los Angeles,CA,90007,(213)747-6285,34.02741,-118.2756401,Food Pantry,,,Tue,0700,0830,Thu,0700,0830,,,,,,,,,,,,,,,,,,
St. Joseph Conference,1150 W. Holt Avenue,,Pomona,CA,91768,(909)469-9773,34.0613107,-117.7687845,Food Pantry,,,Mon,0900,1100,Wed,0900,1100,Fri,0900,1100,,,,,,,,,,,,,,,
St. Lawrence of Brindisi,10122 Compton Avenue,,Los Angeles,CA,90002,(323)567-1439,33.9443922,-118.2459688,Food Pantry,,,Tue,0700,0830,Thu,0700,0830,,,,,,,,,,,,,,,,,,
St. Luke Catholic Community,9451 Broadway,,Temple City,CA,91780,(626)291-5900,34.1001065,-118.0635668,Food Pantry,,,Fri,1300,1400,,,,,,,,,,,,,,,,,,,,,
St. Margaret's Center,10217 Inglewood Avenue,,Lennox,CA,90304,(310)672-2208,33.9429599,-118.3618262,Food Pantry,,,Mon,0900,1600,Wed,0900,1600,Fri,0900,1600,,,,,,,,,,,,,,,
St. Mark Missionary Baptist,5017 Compton Avenue,,Los Angeles,CA,90011,(323)231-1040,33.9970846,-118.2481042,Food Pantry,,,Wed,0800,1000,,,,,,,,,,,,,,,,,,,,,
St. Mary & St. Athanasius Coptic Church,17431 Roscoe Blvd.,,Northridge,CA,91325,(818)342-4414,34.2216778,-118.513091,Food Pantry,,,Sun3rd,0900,1400,Tue3rd,0900,1400,,,,,,,,,,,,,,,,,,
St. Mary's Place,7215 Newlin Avenue,,Whittier,CA,90602,(562)698-0107,33.9768912,-118.0412114,Food Pantry,,,Mon,0900,1200,Tue,0900,1200,Wed,0900,1200,Sat3rd,1200,1400,,,,,,,,,,,,
St. Paul's Methodist Church,2600 Nelson Avenue,,Redondo Beach,CA,90278,(310)370-4319,33.8745269,-118.3641598,Food Pantry,,,Thu1st,0900,1100,Thu3rd,0900,1100,,,,,,,,,,,,,,,,,,
St. Peter and Paul Poverty Program,943 Lagoon Avenue,,Wilmington,CA,90744,(310)952-0144,33.7823374,-118.267995,Food Pantry,,,Mon,0900,1100,Tue,0900,1100,Thu,0900,1100,,,,,,,,,,,,,,,
St. Philip's Episcopal Church,2800 Stanford Avenue,,Los Angeles,CA,90011,(323)291-8917,34.0186835,-118.2606782,Food Pantry,,,Tue2nd,0730,0830,Tue4th,0730,0830,,,,,,,,,,,,,,,,,,
St. Stephen's Community Outreach Program,122 Ramona Avenue,,Monterey Park,CA,91754,(626)573-9984,34.0616348,-118.1251851,Food Pantry,,,Sat,0930,1130,,,,,,,,,,,,,,,,,,,,,
St. Thomas Center,2727 W.  Pico Boulevard,,Los Angeles,CA,90006,(323)737-3325,34.0243687,-118.4608522,Food Pantry,,,Sat1st,0700,0900,Sat2nd,0700,0900,Sat3rd,0700,0900,,,,,,,,,,,,,,,
St. Vincent de Paul Church,621 W. Adams Boulevard,,Los Angeles,CA,90007,(213)749-8950,34.0288543,-118.2769163,Food Pantry,,,Thu,0800,1100,,,,,,,,,,,,,,,,,,,,,
Star Christian School,2120 Estrella Avenue,,Los Angeles,CA,90007,(213)746-6900,34.0324876,-118.2759117,Food Pantry,,,Sat2nd,0800,0900,Sat4th,0800,0900,,,,,,,,,,,,,,,,,,
Sunland Tujunga T.A.C.,7747 Foothill Boulevard,,Tujunga,CA,91042,(818)352-2421,34.2577962,-118.3009158,Food Pantry,,,Wed,0900,1130,Thu,0900,1130,Fri,0900,1130,,,,,,,,,,,,,,,
Tamarind Avenue S.D.A. Church,417 S. Tamarind Avenue,,Compton,CA,90220,(310)386-8803,33.892572,-118.2220425,Food Pantry,,,Tue4th,0900,1200,,,,,,,,,,,,,,,,,,,,,
Testimonial Community Love Ctr,5721 S. Western Avenue,,Los Angeles,CA,90062,(323)291-6753,33.9902077,-118.3094489,Food Pantry,,,Thu,0800,1030,,,,,,,,,,,,,,,,,,,,,
The Bible Tabernacle,16301 Sierra Highway,,Santa Clarita,CA,91351,(661)252-5087,34.4534526,-118.4252723,Food Pantry,,,Sun,1230,1700,Mon,0900,1700,Tue,0900,1700,Wed,0900,1700,Thu,0900,1700,Fri,0900,1700,Sat,0900,1700,,,
The Bible Tabernacle (Venice),1761 Washington Way,,Venice,CA,90291,(310)821-6116,33.9879884,-118.4626862,Food Pantry,,,Mon,0900,1200,Tue,0900,1200,Fri,0900,1200,,,,,,,,,,,,,,,
The Great Vision Church,4465 W. Melrose Avenue,,Los Angeles,CA,90029,(213)675-8291,34.0838228,-118.2975894,Food Pantry,,,Sat1st,0700,0800,Sat3rd,0700,0800,,,,,,,,,,,,,,,,,,
The Lord's Church,9701 Flower Street,,Bellflower,CA,90706,(562)866-8283,33.882343,-118.12727,Food Pantry,,,Wed2nd,2000,2100,Wed4th,2000,2100,,,,,,,,,,,,,,,,,,
Tongan Community Service Center,"13030 Inglewood Avenue, Suite.104",,Hawthorne,CA,90249,(310)679-9099,33.9137357,-118.3608819,Food Pantry,,,Tue1st,0700,1000,Tue3rd,0700,1000,,,,,,,,,,,,,,,,,,
Total Deliverance Church,45124 10th Street West,,Lancaster,CA,93535,(661)951-9881,34.7030871,-118.1472077,Food Pantry,,,Fri2nd,1100,1230,Fri4th,1100,1230,,,,,,,,,,,,,,,,,,
Travelers Rest Missionary B.C.,1417 E. Florence Avenue,,Los Angeles,CA,90001,(323)582-7797,33.9750605,-118.2493074,Food Pantry,,,Wed,1100,1300,,,,,,,,,,,,,,,,,,,,,
Trinity Baptist Church L.A.,2040 W. Jefferson Boulevard,,Los Angeles,CA,90018,(323)735-0044,34.0251148,-118.3161,Food Pantry,,,Wed,0930,1045,,,,,,,,,,,,,,,,,,,,,
Trinity Evangelical Lutheran Church,997 E. Walnut,,Pasadena,CA,91106,(626)792-1212,34.1500129,-118.1297586,Food Pantry,,,Tue,1200,1400,,,,,,,,,,,,,,,,,,,,,
Trinity Pantry Ministry,1450 West 7th Street,,San Pedro,CA,90732,(310)742-3279,33.738369,-118.308972,Food Pantry,,,Sun,0930,1050,Sun,1300,1500,Fri,0930,1050,Fri,1300,1500,Sat,0930,1050,Sat,1300,1500,,,,,,
Tujunga United Methodist Church,9901 Tujunga Canyon Boulevard,,Tujunga,CA,91042,(818)352-1481,34.2480625,-118.2772395,Food Pantry,,,Wed,1100,1300,Fri,1100,1300,Sat2nd,1000,1200,Sat4th,1000,1200,,,,,,,,,,,,
Twin Lakes Community Church,17213 Lake Los Angeles Avenue,,Lake Los Angeles,CA,93591,(661)264-1215,34.6072723,-117.8233091,Food Pantry,,,Sat2nd,0800,1130,,,,,,,,,,,,,,,,,,,,,
United African Church,1745 W. 55th Street,,Los Angeles,CA,90062,(323)766-0001,33.9924976,-118.3084069,Food Pantry,,,Sun1st,1300,1400,Sun3rd,1300,1400,,,,,,,,,,,,,,,,,,
United Gospel Outreach,7223 S. Main Street,,Los Angeles,CA,90003,(323)758-1213,33.974056,-118.274222,Food Pantry,,,Wed,1100,1300,,,,,,,,,,,,,,,,,,,,,
University S.D.A. Church,1135 Martin Luther Kin Jr. Boulevard,,Los Angeles,CA,90037,(323)766-9889,34.0111729,-118.2955869,Food Pantry,,,Wed,1300,1430,,,,,,,,,,,,,,,,,,,,,
Vallejo Drive S.D.A. Church,311-B Vallejo Drive,,Glendale,CA,91206,(818)409-8056,34.1507659,-118.2285903,Food Pantry,,,Thu3rd,1200,1500,,,,,,,,,,,,,,,,,,,,,
Valley Crossroads S.D.A. Church,11350 Glenoaks Blvd.,,Pacoima,CA,91331,(818)896-4488,34.2771851,-118.4148709,Food Pantry,,,Sat2nd,1430,1600,Sat4th,1430,1600,,,,,,,,,,,,,,,,,,
Vermont Avenue Baptist Church,23325 S. Vermont Ave.,,Torrance,CA,90502,(310)530-0533,33.8134945,-118.2910208,Food Pantry,,,Sat3rd,1000,1300,,,,,,,,,,,,,,,,,,,,,
Victory Baptist Church,4802 South McKinley Avenue,,Los Angeles,CA,90011,(323)231-2424,33.9999755,-118.2603428,Food Pantry,,,Fri,0800,1130,,,,,,,,,,,,,,,,,,,,,
Village Covenant,5607 N. Barranca Avenue,,Azusa,CA,91702,(626)335-4013,34.11485,-117.8821589,Food Pantry,,,Fri,0900,1500,,,,,,,,,,,,,,,,,,,,,
Vision of Hope Outreach Ministry,5951 S. San Pedro,,Los Angeles,CA,90003,(323)233-4647,33.9859277,-118.2697413,Food Pantry,,,Sat2nd,1500,1600,Sat4th,1500,1600,,,,,,,,,,,,,,,,,,
Visions Community Outreach,2300 S. Griffith Avenue,,Los Angeles,CA,90011,(310)920-1026,34.0220569,-118.255854,Food Pantry,,,Sat2nd,1000,1200,Sat4th,1000,1200,,,,,,,,,,,,,,,,,,
Wesley United Methodist Church,112 West 52nd Street,,Los Angeles,CA,90037,(323)298-0727,33.9953651,-118.2743249,Food Pantry,,,Thu,1030,1200,,,,,,,,,,,,,,,,,,,,,
West Adams Church of Christ,4959 W. Adams Boulevard,,Los Angeles,CA,90016,(323)731-6672,34.032789,-118.348501,Food Pantry,,,Fri3rd,1000,1100,Sat4th,1200,1400,,,,,,,,,,,,,,,,,,
West Angeles Community Corporation,3045 South Crenshaw Boulevard,,Los Angeles,CA,90016,(323)751-3440,34.026398,-118.335492,Food Pantry,,,Mon,0900,1300,Tues,0900,1300,Wed,0900,1300,,,,,,,,,,,,,,,
White Memorial S.D.A. Church,401 N. State Street,,Los Angeles,CA,90033,(323)264-2170,34.0492972,-118.2157793,Food Pantry,,,Tue1st,1000,1200,Tue3rd,1000,1200,,,,,,,,,,,,,,,,,,
Willowbrook Project Area Commission,11901 S. Willowbrook Avenue,,Los Angeles,CA,90059,(323)569-7676,33.9244622,-118.23627,Food Pantry,,,Wed3rd,1700,1900,Sat2nd,1000,1200,,,,,,,,,,,,,,,,,,
Wilshire Boulevard Temple Hope-Net,3663 Wilshire Boulevard,,Los Angeles,CA,90010,(213)388-2401,34.0621177,-118.3049672,Food Pantry,,,Sun,0830,0930,,,,,,,,,,,,,,,,,,,,,
Wilshire Presbyterian Church-Hope Net,309 S. Oxford Avenue,,Los Angeles,CA,90020,(213)387-5387,34.0685889,-118.308458,Food Pantry,,,Mon,1100,1200,,,,,,,,,,,,,,,,,,,,,
WSFB- Ocean Park Community Ctr,503 Olympic Boulevard,,Santa Monica,CA,90401,(310)450-4050,34.0135455,-118.4890914,Food Pantry,,,Tue,1300,1430,,,,,,,,,,,,,,,,,,,,,
WSFB- St. Augustine SAVES,3820 Jasmine Avenue,,Culver City,CA,90232,(310)838-2702,34.0212852,-118.4007884,Food Pantry,,,Mon,0900,1145,Wed,0900,1145,Fri,0900,1145,,,,,,,,,,,,,,,
WSFB- St. Gerard's Social Services,4439 Inglewood Boulevard,,Los Angeles,CA,90066,(310)390-5034,33.9952899,-118.4191511,Food Pantry,,,Tue,0900,1200,Tue,1300,1500,Thu,1300,1500,,,,,,,,,,,,,,,
WSFB- St. Joseph's Center,204 Hampton Drive,,Venice,CA,90291,(310)396-6468,33.9979527,-118.4779718,Food Pantry,,,Mon,1000,1200,Tue,1300,1500,Wed,1000,1200,Thu,1000,1200,Fri,1300,1500,,,,,,,,,
WSFB-St. Anne's Social Service,2013 Colorado Avenue,,Santa Monica,CA,90404,(310)829-4411,34.0266996,-118.4766044,Food Pantry,,,Wed,1600,1730,,,,,,,,,,,,,,,,,,,,,
Young Hwa United Methodist Church,214 S. Loma Drive,,Los Angeles,CA,90026,(213)413-4154,34.0607514,-118.2642047,Food Pantry,,,Sat2nd,1500,1545,Sat4th,1500,1645,,,,,,,,,,,,,,,,,,
Zion Hill Baptist Church,7860 10th Avenue,,Los Angeles,CA,90043,(323)753-4610,33.9678904,-118.3280831,Food Pantry,,,Tue1st,1000,1200,Tue3rd,1000,1200,,,,,,,,,,,,,,,,,,
